Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Otus,5582,5588,4.06,1,,,,Exact,9.01315,0,"Otus Pennant, 1769",Otus,63HPD,1,Catalogue of Life,Biota|Animalia|Chordata|Aves|Strigiformes|Strigidae|Striginae|Otus,
1,,Sugiura,7014,7022,4.64,1,,,,Exact,9.01315,0,"Sugiura Bouillon, 1984",Sugiura,7Q3BM,1,Catalogue of Life,Biota|Animalia|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sugiuridae|Sugiura,
