Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Arceuthobium americanum,15222,15246,13.27,2,,,,Exact,0,Arceuthobium americanum Nutt. ex A. Gray,Arceuthobium americanum,G7H8,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Santalales|Viscaceae|Arceuthobium|Arceuthobium americanum,
1,,Buprestidae,40208,40220,4.91,1,,,,Exact,0,Buprestidae,Buprestidae,622HZ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Buprestoidea|Buprestidae,
2,,Cerambycidae,21096,21108,5.12,1,,,,Exact,0,Cerambycidae,Cerambycidae,7VY,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Chrysomeloidea|Cerambycidae,
3,,Cleridae,42634,42642,4.39,1,,,,Exact,0,Cleridae,Cleridae,8BP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Cleroidea|Cleridae,
4,,Coleoptera,40694,40704,4.97,1,,,,Exact,0,Coleoptera,Coleoptera,C2L,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera,
5,,Cronartium,15562,15572,5.35,1,,,,Exact,0,Cronartium,Cronartium,3W4P,1,Catalogue of Life,Biota|Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Cronartiaceae|Cronartium,
6,,Curculionidae,42402,42416,5.10,1,,,,Exact,0,"Curculionidae Latreille, P.A., 1802",Curculionidae,8HBQ5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae,
7,,D. ponderosae,1035,1048,6.26,2,,,,NoMatch,,,,,,,,
8,,D. ponderosae phase,11187,11206,5.36,3,,,,NoMatch,,,,,,,,
9,,D. valens,40083,40093,5.82,2,,,,NoMatch,,,,,,,,
10,,Dendroctonus brevicomis,7762,7785,13.25,2,,,,Exact,0,"Dendroctonus brevicomis LeConte, 1876",Dendroctonus brevicomis,34PZQ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Dendroctonus|Dendroctonus brevicomis,
11,,Dendroctonus frontalis,47745,47767,13.97,2,,,,Exact,0,"Dendroctonus frontalis Zimmermann, 1868",Dendroctonus frontalis,34PZW,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Dendroctonus|Dendroctonus frontalis,
12,,Dendroctonus ponderosae,745,769,12.68,2,,,,Exact,0,"Dendroctonus ponderosae Hopkins, 1902",Dendroctonus ponderosae,34Q2H,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Dendroctonus|Dendroctonus ponderosae,
13,,Dendroctonus pseudotsugae,7941,7966,12.30,2,,,,Exact,0,"Dendroctonus pseudotsugae Hopkins, 1905",Dendroctonus pseudotsugae,34Q2K,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Dendroctonus|Dendroctonus pseudotsugae,
14,,Dendroctonus valens,7162,7181,12.24,2,,,,Exact,0,"Dendroctonus valens LeConte, 1859",Dendroctonus valens,34Q2T,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Dendroctonus|Dendroctonus valens,
15,,Diptera,42766,42773,4.96,1,,,,Exact,0,Diptera Borkh.,Diptera,5T8Z6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifraga,
