Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Anita,205,210,3.37,1,,,,Exact,0,Anita,Anita,WHQ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Noctuoidea|Notodontidae|Anita,
1,,G. atlantica,26430,26442,7.37,2,,,,NoMatch,,,,,,,,
2,,G. galloti,6399,6409,5.22,2,,,,NoMatch,,,,,,,,
3,,G. stehlini,8177,8188,6.26,2,,,,NoMatch,,,,,,,,
4,,Galbtia galloti,548,565,4.36,2,,,,NoMatch,,,,,,,,
5,,Gallotia atlantica,8154,8172,12.00,2,,,,Exact,0,"Gallotia atlantica (Peters & Doria, 1882)",Gallotia atlantica,3F6ZG,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Gallotia|Gallotia atlantica,
6,,Gallotia galloti,1926,1944,9.85,2,,,,Exact,0,"Gallotia galloti (Oudart, 1839)",Gallotia galloti,3F6ZM,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Gallotia|Gallotia galloti,
7,,Lacertidae,1914,1925,4.76,1,,,,Exact,0,Lacertidae,Lacertidae,6258X,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae,
8,,Morphological,144,157,1.51,1,,,,Exact,0,Morphological,Morphological,3009798,168,ION,,
9,,Natrix natrix,24340,24353,9.71,2,,,,Exact,0,"Natrix natrix (Linnaeus, 1758)",Natrix natrix,745RJ,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Natricinae|Natrix|Natrix natrix,
10,,Psammodromus,8127,8139,5.89,1,,,,Exact,0,Psammodromus,Psammodromus,6YB2,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Scincomorpha|Lacertidae|Psammodromus,
