Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,E. baramaticum,2076,2090,7.24,2,,,,NoMatch,,,,,,,,
1,,E. belgaumensis,2115,2130,6.43,2,,,,NoMatch,,,,,,,,
2,,E. cuspidatum,7904,7918,7.43,2,,,,NoMatch,,,,,,,,
3,,E. eurypeplon,1221,1234,5.75,2,,,,NoMatch,,,,,,,,
4,,E. heterolepis,7919,7934,6.65,2,,,,NoMatch,,,,,,,,
5,,E. lanceolatum,7935,7950,7.61,2,,,,NoMatch,,,,,,,,
6,,E. madayiparense,3515,3531,6.90,2,,,,NoMatch,,,,,,,,
7,,E. malabaricum,2192,2206,7.24,2,,,,NoMatch,,,,,,,,
8,,E. parviflorum,7951,7965,7.43,2,,,,NoMatch,,,,,,,,
9,,E. pykarense,2227,2239,6.66,2,,,,NoMatch,,,,,,,,
10,,E. wayanadense,2156,2170,6.93,2,,,,NoMatch,,,,,,,,
11,,E. xeranthemum,7970,7985,6.63,2,,,,NoMatch,,,,,,,,
12,,Eriocaulaceae,62,77,4.53,1,,,,Exact,0,Eriocaulaceae,Eriocaulaceae,623NZ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Eriocaulaceae,
13,,Eriocaulon,1793,1803,4.64,1,,,,Exact,0,Eriocaulon,Eriocaulon,633MG,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Eriocaulon,
14,,Eriocaulon epedunculatum,2015,2039,12.63,2,,,,Exact,0,"Eriocaulon epedunculatum Potdar, Anil Kumar bis, Otaghvari & Sonkar",Eriocaulon epedunculatum,6GPMP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Eriocaulon|Eriocaulon epedunculatum bis,
15,,Eriocaulon eurypeplon,3489,3510,10.79,2,,,,Exact,0,Eriocaulon eurypeplon Körn.,Eriocaulon eurypeplon,6GPN5,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Eriocaulon|Eriocaulon eurypeplon,
16,,Eriocaulon madayiparense,37,61,11.94,2,,,,Exact,0,"Eriocaulon madayiparense Swapna, K.P.Rajesh, Manju & Prakashk.",Eriocaulon madayiparense,3B32N,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Eriocaulon|Eriocaulon madayiparense,
17,,Justicia ekakusuma,7180,7198,10.78,2,,,,Exact,0,Justicia ekakusuma Pradeep & Sivar.,Justicia ekakusuma,6NHK9,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicia|Justicia ekakusuma,
18,,Lepidagathis keralensis,7225,7248,9.60,2,,,,Exact,0,Lepidagathis keralensis Madhus. & N. P. Singh,Lepidagathis keralensis,3T9HJ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Lepidagathis|Lepidagathis keralensis,
19,,Nymphoides krishnakesara,7085,7109,10.20,2,,,,Exact,0,Nymphoides krishnakesara K. T. Joseph & Sivar.,Nymphoides krishnakesara,486QM,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Menyanthaceae|Nymphoides|Nymphoides krishnakesara,
20,,Oryza rufipogon,8163,8179,9.23,2,,,,Exact,0,Oryza rufipogon Griff.,Oryza rufipogon,6SZF2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Oryza|Oryza rufipogon,
21,,Rhamphicarpa longiflora,8138,8162,12.12,2,,,,Exact,0,Rhamphicarpa longiflora Benth.,Rhamphicarpa longiflora,4S2GM,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Rhamphicarpa|Rhamphicarpa elongata,
22,,Rotala malabarica,7139,7156,11.95,2,,,,Exact,0,"Rotala malabarica Pradeep, K. T. Joseph & Sivar.",Rotala malabarica,4TFX6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Lythraceae|Lythroideae|Rotala|Rotala malabarica,
23,,Rotala malampuzhensis,8115,8137,11.06,2,,,,Exact,0,Rotala malampuzhensis R. V. Nair ex C. D. K. Cook,Rotala malampuzhensis,4TFX8,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Lythraceae|Lythroideae|Rotala|Rotala malampuzhensis,
24,,Utricularia reticulata,8072,8095,13.30,2,,,,Exact,0,Utricularia reticulata Sm.,Utricularia reticulata,7F4WC,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lentibulariaceae|Utricularioideae|Utricularia|Utricularia reticulata,
