Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. mencheri,39426,39437,7.17,2,,,,NoMatch,,,,,,,,
1,,A. miocaenica,39442,39456,7.46,2,,,,NoMatch,,,,,,,,
2,,Ampullariidae,5819,5832,5.10,1,,,,Exact,0,"Ampullariidae Gray, 1824",Ampullariidae,7NFWX,1,Catalogue of Life,Biota|Animalia|Mollusca|Gastropoda|Caenogastropoda|Architaenioglossa|Ampullarioidea|Ampullariidae,
3,,Anomalodesmata,8495,8510,4.43,1,,,,Exact,0,"Anomalodesmata Dall, 1889",Anomalodesmata,7NVXV,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Anomalodesmata,
4,,Anticorbula,2047,2060,5.53,1,,,,Exact,0,"Anticorbula Dall, 1898",Anticorbula,7NQ92,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Anomalodesmata|Pandoroidea|Lyonsiidae|Anticorbula,
5,,Anticorbula may,36622,36637,3.91,2,,,,PartialExact,0,"Anticorbula Dall, 1898",Anticorbula,7NQ92,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Anomalodesmata|Pandoroidea|Lyonsiidae|Anticorbula,
6,,Anticorbula sinuosum,11124,11145,12.69,2,,,,Fuzzy,,,,,,,,
7,,Arcticoidea,15801,15813,4.50,1,,,,Exact,0,"Arcticoidea Newton, 1891 (1844)",Arcticoidea,7NFLS,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Venerida|Arcticoidea,
8,,Bivalvia,112,122,3.93,1,,,,Exact,0,"Bivalvia Linnaeus, 1758",Bivalvia,7NF3C,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia,
9,,Bothrocorbula,35269,35283,5.73,1,,,,Exact,0,"Bothrocorbula Gabb, 1873",Bothrocorbula,urn:lsid:irmng.org:taxname:1054819,181,IRMNG,Biota|Animalia|Mollusca|Bivalvia|Myoida|Corbulidae|Bothrocorbula,
10,,C. cotuhensis,47096,47110,6.40,2,,,,NoMatch,,,,,,,,
11,,C. fluminea,53836,53848,6.37,2,,,,NoMatch,,,,,,,,
12,,C. possoensis,53849,53863,6.40,2,,,,NoMatch,,,,,,,,
