Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. neuquensis,66919,66932,6.40,2,,,,NoMatch,,,,,,,,
1,,Aegla,4540,4545,2.77,1,,,,Exact,0,"Aegla Leach, 1820",Aegla,urn:lsid:marinespecies.org:taxname:366970,9,WoRMS,Biota|Animalia|Arthropoda|Crustacea|Multicrustacea|Malacostraca|Eumalacostraca|Eucarida|Decapoda|Pleocyemata|Anomura|Aegloidea|Aeglidae|Aegla,
2,,Aegla alacalufi,70213,70228,7.59,2,,,,Exact,0,"Aegla alacalufi Jara & López, 1981",Aegla alacalufi,urn:lsid:marinespecies.org:taxname:366973,9,WoRMS,Biota|Animalia|Arthropoda|Crustacea|Multicrustacea|Malacostraca|Eumalacostraca|Eucarida|Decapoda|Pleocyemata|Anomura|Aegloidea|Aeglidae|Aegla|Aegla alacalufi,
3,,Aegla neuquensis,66648,66664,9.57,2,,,,Exact,0,"Aegla neuquensis Schmitt, 1942",Aegla neuquensis,urn:lsid:marinespecies.org:taxname:367007,9,WoRMS,Biota|Animalia|Arthropoda|Crustacea|Multicrustacea|Malacostraca|Eumalacostraca|Eucarida|Decapoda|Pleocyemata|Anomura|Aegloidea|Aeglidae|Aegla|Aegla neuquensis,
4,,Chiloe,13096,13102,3.61,1,,,,Exact,0,Chiloe,Chiloe,3N3L,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chalcidoidea|Rotoitidae|Chiloe,
5,,Galaxias maculatus,8511,8529,12.63,2,,,,Exact,0,"Galaxias maculatus (Jenyns, 1842)",Galaxias maculatus,6K7RV,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Osmeriformes|Galaxiidae|Galaxias|Galaxias maculatus,
6,,Galaxias platei,8493,8510,10.15,2,,,,Exact,0,"Galaxias platei Steindachner, 1898",Galaxias platei,3F2WW,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Osmeriformes|Galaxiidae|Galaxias|Galaxias platei,
7,,H. macraei,2160,2171,4.11,2,,,,NoMatch,,,,,,,,
8,,Hatcheria,5596,5605,4.88,1,,,,Exact,0,Hatcheria,Hatcheria,63657,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Siluriformes|Trichomycteridae|Hatcheria,
9,,Hatcheria macraei,108,125,9.39,2,,,,Exact,0,"Hatcheria macraei (Girard, 1855)",Hatcheria macraei,3JVXX,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Siluriformes|Trichomycteridae|Hatcheria|Hatcheria macraei,
10,,Isla,69992,69996,1.47,1,,,,Exact,0,"Isla Navás, 1914",Isla,urn:lsid:irmng.org:taxname:1199252,181,IRMNG,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Neuroptera|Mantispidae|Campion,
11,,Mega,22606,22610,2.12,1,,,,Exact,0,Mega,Mega,98021101,169,uBio NameBank,,
12,,P. trucha,57121,57130,5.75,2,,,,NoMatch,,,,,,,,
13,,Patago,855,861,2.98,1,,,,Exact,0,"Patago Bergroth, 1905",Patago,6JHB,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Reduvoidea|Reduviidae|Reduviinae|Patago,
14,,Percichthys,16429,16440,4.90,1,,,,Exact,0,Percichthys,Percichthys,63KXH,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Percichthyidae|Percichthys,
15,,Percichthys trucha,8534,8553,11.05,2,,,,Exact,0,"Percichthys trucha (Valenciennes, 1833)",Percichthys trucha,7744F,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Percichthyidae|Percichthys|Percichthys trucha,
16,,T. areolatus,27122,27134,7.67,2,,,,NoMatch,,,,,,,,
17,,Trichomycterus areolatus,16557,16581,14.18,2,,,,Exact,0,"Trichomycterus areolatus Valenciennes, 1846",Trichomycterus areolatus,58FF6,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Siluriformes|Trichomycteridae|Trichomycterus|Trichomycterus areolatus,
18,,Within glacier refugia,68435,68457,0.89,3,,,,NoMatch,,,,,,,,
