Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Bos taurus,33768,33779,7.12,2,,,,Exact,0,"Bos taurus Linnaeus, 1758",Bos taurus,MLQ5,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Artiodactyla|Bovidae|Bovinae|Bos|Bos taurus,
1,,Eremitalpa granti,15590,15609,9.39,2,,,,Exact,0,"Eremitalpa granti (Broom, 1907)",Eremitalpa granti,6GFGR,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Afrosoricida|Chrysochloridea|Chrysochloridae|Chrysochlorinae|Eremitalpa|Eremitalpa granti,
2,,Ferae,44178,44184,1.26,1,,,,Exact,0,Feræ Linnaeus 1758,Ferae,89231580,132,ZooBank,,
3,,Hamadryas,16041,16050,4.18,1,,,,Exact,0,Hamadryas Comm. ex Juss.,Hamadryas,4T3Q,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Hamadryas,
4,,Insectivora,41314,41326,5.64,1,,,,Exact,0,Insectivora,Insectivora,623CC,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Erinaceomorpha,
5,,Marsupialia,44165,44177,5.19,1,,,,Exact,0,"Marsupialia Illiger, 1811",Marsupialia,LQ,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Metatheria,
6,,Papio hamadryas,16058,16076,7.29,2,,,,Exact,0,"Papio hamadryas (Linnaeus, 1758)",Papio hamadryas,4CKZ5,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae|Papionini|Papio|Papio hamadryas,
7,,Papio ursinus,16205,16221,9.75,2,,,,Exact,0,"Papio ursinus (Kerr, 1792)",Papio ursinus,4CKZP,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae|Papionini|Papio|Papio ursinus,
8,,Primates,30108,30117,2.42,1,,,,Exact,0,"Primates Linnaeus, 1758",Primates,3W7,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Primates,
9,,Proboscoidea,32871,32885,4.71,1,,,,Exact,0,Proboscoidea Broch 1910,Proboscoidea,4366779,168,ION,,
10,,Sciurus aberti,15631,15648,10.56,2,,,,Exact,0,"Sciurus (Otosciurus) aberti Woodhouse, 1853",Sciurus aberti,7WTFX,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Sciuromorpha|Sciuridae|Sciurinae|Sciurini|Sciurus|Otosciurus|Sciurus aberti,
11,,Suncus murinus,34780,34795,11.12,2,,,,Exact,0,"Suncus murinus (Linnaeus, 1766)",Suncus murinus,53G64,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Soricomorpha|Soricidae|Crocidurinae|Suncus|Suncus murinus,
12,,Ungulata,44189,44198,3.71,1,,,,Exact,0,Ungulata (awaiting allocation),Ungulata,urn:lsid:irmng.org:taxname:116575,181,IRMNG,Biota|Animalia|Chordata|Vertebrata|Mammalia|Ungulata|Ungulata,
