Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Allantus,28259,28269,4.98,1,,,,Exact,9.00960,0,Allantus,Allantus,S3D,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Tenthredinoidea|Tenthredinidae|Allantus,
1,,Alnus,26839,26844,4.72,1,,,,Exact,9.00960,0,Alnus,Alnus,SQX,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Alnus,
2,,Andreas,63115,63122,1.98,1,,,,Exact,8.91436,0,Andreas,Andreas,3576012,168,ION,,
3,,B. pendula,28928,28938,6.16,2,,,,NoMatch,0.0,,,,,,,,
4,,B. verrucosa,28960,28972,7.42,2,,,,NoMatch,0.0,,,,,,,,
5,,Betula,28878,28884,4.74,1,,,,Exact,9.00960,0,Betula,Betula,62GLV,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula,
6,,Candidata,27732,27741,4.71,1,,,,Exact,8.98392,0,"Candidata Toxopeus, 1948",Candidata,urn:lsid:irmng.org:taxname:1367516,181,IRMNG,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Erebidae|Candidata,
7,,E. alpina,54978,54987,6.54,2,,,,NoMatch,0.0,,,,,,,,
8,,E. basalis,39445,39455,7.24,2,,,,NoMatch,0.0,,,,,,,,
9,,E. candidata,1474,1486,7.85,2,,,,NoMatch,0.0,,,,,,,,
10,,E. excisa,57400,57409,5.19,2,,,,NoMatch,0.0,,,,,,,,
11,,E. fletcheri,28157,28169,7.31,2,,,,NoMatch,0.0,,,,,,,,
12,,E. honshuana,1742,1754,7.52,2,,,,NoMatch,0.0,,,,,,,,
13,,E. honshuana tegulae,37550,37570,12.70,3,,,,NoMatch,0.0,,,,,,,,
14,,E. hungarica,4749,4761,7.37,2,,,,NoMatch,0.0,,,,,,,,
15,,E. ignota,38205,38214,5.45,2,,,,NoMatch,0.0,,,,,,,,
16,,E. immersa,4927,4937,5.70,2,,,,NoMatch,0.0,,,,,,,,
17,,E. liturata,1540,1551,7.71,2,,,,NoMatch,0.0,,,,,,,,
18,,E. loktini,1568,1578,6.09,2,,,,NoMatch,0.0,,,,,,,,
19,,E. longicornis,4333,4347,7.40,2,,,,NoMatch,0.0,,,,,,,,
20,,E. pallimacula,57318,57332,6.73,2,,,,NoMatch,0.0,,,,,,,,
21,,E. pumila,28116,28125,5.75,2,,,,NoMatch,0.0,,,,,,,,
22,,E. pumiloides,61133,61146,6.58,2,,,,NoMatch,0.0,,,,,,,,
23,,E. quadrimaculata,1623,1640,8.12,2,,,,NoMatch,0.0,,,,,,,,
24,,E. rubicola,1657,1668,6.83,2,,,,NoMatch,0.0,,,,,,,,
