Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Acromyrmex,20122,20132,4.11,1,,,,Exact,0,"Acromyrmex Mayr, 1865",Acromyrmex,NFL,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Myrmicinae|Attini|Acromyrmex,
1,,Acromyrmex octospinosus,20143,20166,11.68,2,,,,Exact,0,"Acromyrmex octospinosus (Reich, 1793)",Acromyrmex octospinosus,9N7P,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Myrmicinae|Attini|Acromyrmex|Acromyrmex octospinosus,
2,,Aphaenogaster smythiesi japonica,21626,21658,12.19,3,,,,Exact,0,Aphaenogaster smythiesi japonica,Aphaenogaster smythiesi japonica,1668658,168,ION,,
3,,Aphelinidae,16794,16805,4.91,1,,,,Exact,0,Aphelinidae,Aphelinidae,6JY,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chalcidoidea|Aphelinidae,
4,,Aphelinus mali,16572,16586,6.54,2,,,,Exact,0,"Aphelinus mali (Haldeman, 1851)",Aphelinus mali,FCNH,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chalcidoidea|Aphelinidae|Aphelinus|Aphelinus mali,
5,,Apidae,17762,17768,4.68,1,,,,Exact,0,Apidae,Apidae,6KD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae,
6,,Armidale,16926,16935,3.04,1,,,,Exact,0,Armidale,Armidale,332S,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Staphylinoidea|Staphylinidae|Armidale,
7,,Auplopus militaris,17654,17672,12.54,2,,,,Exact,0,"Auplopus militaris (Lynch-Arribálzaga, 1878)",Auplopus militaris,JT6F,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Pompilidae|Auplopus|Auplopus militaris,
8,,Braconidae,16806,16816,4.76,1,,,,Exact,0,Braconidae,Braconidae,7D4,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Braconidae,
9,,Braunsapis vitrea,17597,17614,11.57,2,,,,Exact,0,"Braunsapis vitrea (Vachal, 1903)",Braunsapis vitrea,5X3FS,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Xylocopinae|Allodapini|Braunsapis|Braunsapis vitrea,
10,,Camponotus nipponicus,18446,18467,12.95,2,,,,Exact,0,"Camponotus nipponicus Wheeler, 1928",Camponotus nipponicus,68WGZ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Camponotini|Camponotus|Camponotus nipponicus,
11,,Ceratina calcarata,17615,17633,11.91,2,,,,Exact,0,"Ceratina calcarata Robertson, 1900",Ceratina calcarata,SLC8,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Xylocopinae|Ceratinini|Ceratina|Ceratina calcarata,
12,,Chasmias paludator,16675,16693,10.65,2,,,,Exact,0,"Chasmias paludator (Desvignes, 1854)",Chasmias paludator,TQ5Q,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Ichneumonidae|Chasmias|Chasmias paludator,
13,,Colletidae,16904,16914,4.76,1,,,,Exact,0,Colletidae,Colletidae,8FG,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Colletidae,
14,,Cotesia glomerata,16587,16604,11.29,2,,,,Exact,0,"Cotesia glomerata (Linnaeus, 1758)",Cotesia glomerata,YX8V,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Braconidae|Cotesia|Cotesia glomerata,
15,,Crabronidae,16870,16881,4.91,1,,,,Exact,0,"Crabronidae Latreille, 1802",Crabronidae,8ML,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Crabronidae,
16,,Diadasina distincta,17634,17653,11.28,2,,,,Exact,0,"Diadasina distincta (Holmberg, 1903)",Diadasina distincta,357LP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Emphorini|Emphorina|Diadasina|Diadasina distincta,
17,,Exephanes occupator,16629,16648,9.54,2,,,,Exact,0,"Exephanes occupator (Gravenhorst, 1829)",Exephanes occupator,3DKM7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Ichneumonidae|Exephanes|Exephanes occupator,
18,,F. truncorum,19380,19392,7.17,2,,,,NoMatch,,,,,,,,
19,,Formica aquilonia,18884,18901,7.84,2,,,,Exact,0,"Formica aquilonia Yarrow, 1955",Formica aquilonia,6JH6X,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica aquilonia,
20,,Formica exsecta,14611,14627,8.25,2,,,,Exact,0,"Formica exsecta Nylander, 1846",Formica exsecta,6JGVM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica exsecta,
21,,Formica obscuripes,19505,19523,7.81,2,,,,Exact,0,"Formica obscuripes Forel, 1886",Formica obscuripes,6JGJV,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica obscuripes,
22,,Formica podzolica,19524,19541,9.16,2,,,,Exact,0,"Formica podzolica Francoeur, 1973",Formica podzolica,6JGKT,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica podzolica,
23,,Formica selysi,18468,18482,6.76,2,,,,Exact,0,"Formica selysi Bondroit, 1918",Formica selysi,6JGLC,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica selysi,
24,,Formica truncorum,14592,14610,8.95,2,,,,Exact,0,"Formica truncorum Fabricius, 1804",Formica truncorum,6JGMF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae|Formicinae|Formicini|Formica|Formica truncorum,
25,,Formicidae,18492,18502,4.76,1,,,,Exact,0,Formicidae,Formicidae,623T5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae,
26,,Gamboa,21753,21760,2.12,1,,,,Exact,0,"Gamboa Bamber, 2012",Gamboa,84Q78,1,Catalogue of Life,Biota|Animalia|Arthropoda|Malacostraca|Tanaidacea|Tanaidomorpha|Paratanaoidea|Nototanaidae|Gamboa,
27,,H. rubicundus,17552,17565,6.79,2,,,,NoMatch,,,,,,,,
28,,Halictidae,16915,16925,4.76,1,,,,Exact,0,Halictidae,Halictidae,625H4,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Halictidae,
29,,Halictus ligatus,17512,17528,12.74,2,,,,Exact,0,"Halictus ligatus Say, 1837",Halictus ligatus,3JD9C,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Halictidae|Halictinae|Halictini|Halictus|Halictus ligatus,
30,,Halictus rubicundus,14570,14591,12.17,2,,,,Exact,0,"Halictus rubicundus (Christ, 1791)",Halictus rubicundus,3JDCM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Halictidae|Halictinae|Halictini|Halictus|Halictus rubicundus,
31,,Halictus sexcinctus,17492,17511,13.14,2,,,,Exact,0,"Halictus sexcinctus (Fabricius, 1775)",Halictus sexcinctus,3JDD3,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Halictidae|Halictinae|Halictini|Halictus|Halictus sexcinctus,
32,,Heinze,8557,8563,1.56,1,,,,Exact,0,Incisolema (Heinze) Nigeria,Heinze,2527956,168,ION,,
33,,Heterospilus prosopidis,16605,16628,13.05,2,,,,Exact,0,"Heterospilus prosopidis Viereck, 1910",Heterospilus prosopidis,6LTT2,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Braconidae|Heterospilus|Heterospilus prosopidis,
