Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. terrestris,21187,21200,7.27,2,,,,NoMatch,0.0,,,,,,,,
1,,Adygeya,26767,26774,3.80,1,,,,Exact,8.98392,0,"Adygeya Doguzhaeva, 1996",Adygeya,urn:lsid:irmng.org:taxname:1266609,181,IRMNG,Biota|Animalia|Mollusca|Cephalopoda|Sepioidea|Sepioidea|Adygeya,
2,,Allophaiomys,4747,4759,5.02,1,,,,Exact,8.98392,0,"Allophaiomys Kormos, 1933",Allophaiomys,urn:lsid:irmng.org:taxname:1098226,181,IRMNG,Biota|Animalia|Chordata|Vertebrata|Mammalia|Rodentia|Cricetidae|Allophaiomys,
3,,Arvicola,1073,1081,4.74,1,,,,Exact,9.01315,0,"Arvicola Lacépède, 1799",Arvicola,33J7,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Arvicola,
4,,Arvicola terrestris,8662,8681,12.41,2,,,,Exact,9.01138,0,"Arvicola terrestris (Linnaeus, 1758)",Arvicola terrestris,H3VM,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Arvicola|Arvicola amphibius,
5,,Arvicolinae,237,249,4.23,1,,,,Exact,9.01315,0,"Arvicolinae Gray, 1821",Arvicolinae,J6M,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae,
6,,Blanfordimys,24754,24766,5.02,1,,,,Exact,9.01315,0,"Blanfordimys Argyropulo, 1933",Blanfordimys,62FS6,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Blanfordimys,
7,,C. nivalis,3274,3285,7.24,2,,,,NoMatch,0.0,,,,,,,,
8,,C. nivalis dementievi,29570,29591,11.82,3,,,,NoMatch,0.0,,,,,,,,
9,,C. roberti,5214,5224,5.22,2,,,,NoMatch,0.0,,,,,,,,
10,,Chionomys,225,236,4.74,1,,,,Exact,9.01315,0,"Chionomys Miller, 1908",Chionomys,3N9M,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Chionomys,
11,,Chionomys gud,1810,1823,3.11,2,,,,Exact,9.01315,0,"Chionomys gud (Satunin, 1909)",Chionomys gud,5XTJ4,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Chionomys|Chionomys gud,
12,,Chionomys nivalis,1986,2003,12.38,2,,,,Exact,9.01315,0,"Chionomys nivalis (Martins, 1842)",Chionomys nivalis,5Y5J4,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Chionomys|Chionomys nivalis,
13,,Chionomys roberti,1869,1886,10.36,2,,,,Exact,9.01315,0,"Chionomys roberti (Thomas, 1906)",Chionomys roberti,5XTHW,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Chionomys|Chionomys roberti,
14,,Cricetinae,9614,9624,4.08,1,,,,Exact,9.01315,0,"Cricetinae Fischer, 1817",Cricetinae,JDY,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Cricetinae,
15,,Cricetulus barabensis,9573,9594,12.33,2,,,,Exact,9.01315,0,"Cricetulus barabensis (Pallas, 1773)",Cricetulus barabensis,ZFX7,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Cricetinae|Cricetulus|Cricetulus barabensis,
16,,Izea,7048,7052,1.47,1,,,,Exact,9.01315,0,"Izea Roewer, 1927",Izea,7PLT5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Arachnida|Opiliones|Laniatores|Grassatores|Assamioidea|Assamiidae|Erecinae|Izea,
17,,Lagurus lagurus,25231,25246,12.20,2,,,,Exact,9.01315,0,"Lagurus lagurus (Pallas, 1773)",Lagurus lagurus,3RXYX,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Lagurus|Lagurus lagurus,
18,,M. agrestis,10573,10586,6.56,2,,,,NoMatch,0.0,,,,,,,,
19,,M. arvalis,8623,8633,7.24,2,,,,NoMatch,0.0,,,,,,,,
20,,M. chrotorrhinus,10524,10541,7.43,2,,,,NoMatch,0.0,,,,,,,,
21,,M. gregalis,33166,33177,7.41,2,,,,NoMatch,0.0,,,,,,,,
22,,M. kikuchii,10479,10491,6.50,2,,,,NoMatch,0.0,,,,,,,,
23,,M. longicaudus,10542,10557,6.97,2,,,,NoMatch,0.0,,,,,,,,
24,,M. ochrogaster,10492,10507,4.43,2,,,,NoMatch,0.0,,,,,,,,
25,,M. oeconomus,10452,10466,6.56,2,,,,NoMatch,0.0,,,,,,,,
26,,M. richardsoni,10508,10523,6.98,2,,,,NoMatch,0.0,,,,,,,,
27,,M. thomasi,10558,10568,5.53,2,,,,NoMatch,0.0,,,,,,,,
28,,Marta,19814,19819,3.31,1,,,,Exact,8.98202,0,"Marta Gervais, 1870",Marta,urn:lsid:irmng.org:taxname:1437689,181,IRMNG,Biota|Animalia|Chordata|Vertebrata|Mammalia|Carnivora|Mustelidae|Martes,
29,,Microtus,1126,1134,4.98,1,,,,Exact,9.01315,0,"Microtus Schrank, 1798",Microtus,5SL9,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Microtus,
30,,Microtus agrestis,8601,8618,11.95,2,,,,Exact,9.01315,0,"Microtus (Microtus) agrestis (Linnaeus, 1761)",Microtus agrestis,7VV7M,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Microtus|Microtus|Microtus agrestis,
31,,Microtus arvalis,14120,14136,12.62,2,,,,Exact,9.01315,0,"Microtus (Microtus) arvalis (Pallas, 1779)",Microtus arvalis,7VV7P,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Microtus|Microtus|Microtus arvalis,
