Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Scirus,9618,9625,5.11,1,,,,Exact,0,"Scirus Hermann, 1804",Scirus,urn:lsid:irmng.org:taxname:1381282,181,IRMNG,Biota|Animalia|Arthropoda|Chelicerata|Arachnida|Actinedida|Cunaxidae|Cunaxa,
