Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Ficedula albicollis,234,253,13.06,2,,,,Exact,0,"Ficedula albicollis (Temminck, 1815)",Ficedula albicollis,6HWH4,1,Catalogue of Life,Biota|Animalia|Chordata|Aves|Passeriformes|Muscicapidae|Ficedula|Ficedula albicollis,
1,,Ficedula hypoleuca,6760,6778,11.52,2,,,,Exact,0,"Ficedula hypoleuca (Pallas, 1764)",Ficedula hypoleuca,6HWGP,1,Catalogue of Life,Biota|Animalia|Chordata|Aves|Passeriformes|Muscicapidae|Ficedula|Ficedula hypoleuca,
2,,Picea abies,6112,6125,5.98,2,,,,Exact,0,Picea abies (L.) H. Karst.,Picea abies,4HPZF,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Picea|Picea abies,
3,,Quercus petraea,6157,6174,10.32,2,,,,Exact,0,Quercus petraea (Matt.) Liebl.,Quercus petraea,4R5SK,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus petraea,
