Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Haloferax volcanii,6831,6849,8.32,2,,,,Exact,0,"Haloferax volcanii (Mullakhanbhai & Larsen, 1975) Torreblanca et al., 1986",Haloferax volcanii,6KZYC,1,Catalogue of Life,Biota|Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Haloferax|Haloferax volcanii,
