Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Amphibia,1245,1253,3.60,1,,,,Exact,0,"Amphibia Stackhouse, 1809",Amphibia,7M,1,Catalogue of Life,Biota|Plantae|Rhodophyta|Eurhodophytina|Florideophyceae|Ceramiales|Rhodomelaceae|Bostrychia,
1,,Anura,1254,1259,4.27,1,,,,Exact,0,Anura (Juz.) Tscherneva,Anura,5T5WX,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Arctium,
2,,Arthroleptidae,2039,2053,5.11,1,,,,Exact,0,"Arthroleptidae Mivart, 1869",Arthroleptidae,6RG,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Arthroleptidae,
3,,Arthroleptis,2054,2068,4.94,1,,,,Exact,0,"Arthroleptis Smith, 1849",Arthroleptis,33CS,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Arthroleptidae|Arthroleptinae|Arthroleptis,
4,,Boophis doulioti,6546,6563,7.68,2,,,,Exact,0,"Boophis doulioti (Angel, 1934)",Boophis doulioti,MHT4,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Boophinae|Boophis|Boophis doulioti,
5,,Brookesia,28310,28319,3.68,1,,,,Exact,0,Brookesia,Brookesia,3DCJ,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Chamaeleonidae|Brookesia,
6,,Cardioglossa,2069,2083,5.00,1,,,,Exact,0,"Cardioglossa Boulenger, 1900",Cardioglossa,62KGB,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Arthroleptidae|Arthroleptinae|Cardioglossa,
7,,Ceratobatrachidae,1820,1837,5.39,1,,,,Exact,0,"Ceratobatrachidae Boulenger, 1884",Ceratobatrachidae,7WC,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Ceratobatrachidae,
8,,Craugastor,1995,2006,2.29,1,,,,Exact,0,"Craugastor Cope, 1862",Craugastor,3VFY,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Brachycephaloidea|Craugastoridae|Craugastorinae|Craugastor,
9,,Duboimantis,3357,3368,4.73,1,,,,Exact,0,"Duboimantis Glaw & Vences, 2006",Duboimantis,48LL,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis,
10,,Eleutherodactylus,1976,1994,6.15,1,,,,Exact,0,"Eleutherodactylus Duméril & Bibron, 1841",Eleutherodactylus,632GS,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Brachycephaloidea|Eleutherodactylidae|Eleutherodactylinae|Eleutherodactylus,
11,,G. atsingy,26295,26307,4.11,2,,,,NoMatch,,,,,,,,
12,,G. azzurrae,26267,26279,6.20,2,,,,NoMatch,,,,,,,,
13,,G. blanci,20381,20391,4.49,2,,,,NoMatch,,,,,,,,
14,,G. klemmeri,3437,3449,7.17,2,,,,NoMatch,,,,,,,,
15,,G. luteus,24345,24355,6.31,2,,,,NoMatch,,,,,,,,
16,,G. plicifer,24356,24368,4.62,2,,,,NoMatch,,,,,,,,
17,,G. redimitus,27797,27810,7.67,2,,,,NoMatch,,,,,,,,
18,,G. sculpturatus,24373,24388,7.79,2,,,,NoMatch,,,,,,,,
19,,G. thelenae,20146,20158,6.44,2,,,,NoMatch,,,,,,,,
20,,Gabi,28771,28775,1.47,1,,,,Exact,0,"Gabi Travassos & Noronha, 1965",Gabi,urn:lsid:irmng.org:taxname:1160282,181,IRMNG,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Lepidoptera|Gabi,
21,,Gephyromantis,287,300,4.92,1,,,,Exact,0,"Gephyromantis Methuen, 1920",Gephyromantis,4N4F,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis,
22,,Gephyromantis ambohitra,20774,20798,11.23,2,,,,Exact,0,"Gephyromantis ambohitra (Vences & Glaw, 2001)",Gephyromantis ambohitra,3FTT6,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis ambohitra,
23,,Gephyromantis asper,20799,20819,4.22,2,,,,Exact,0,"Gephyromantis asper (Boulenger, 1882)",Gephyromantis asper,3FTT8,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis asper,
24,,Gephyromantis blanci,20275,20296,9.82,2,,,,Exact,0,"Gephyromantis blanci Guibé, 1974",Gephyromantis blanci,3FTTD,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis blanci,
25,,Gephyromantis boulengeri,20211,20235,12.72,2,,,,Exact,0,"Gephyromantis boulengeri Methuen, 1920",Gephyromantis boulengeri,3FTTF,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis boulengeri,
26,,Gephyromantis decaryi,19922,19944,10.92,2,,,,Exact,0,"Gephyromantis decaryi Angel, 1930",Gephyromantis decaryi,3FTTK,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis decaryi,
27,,Gephyromantis eiselti,20062,20084,10.07,2,,,,Exact,0,"Gephyromantis eiselti Guibé, 1975",Gephyromantis eiselti,3FTTM,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis eiselti,
28,,Gephyromantis enki,20297,20316,4.31,2,,,,Exact,0,"Gephyromantis enki (Glaw & Vences, 2002)",Gephyromantis enki,3FTTP,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Mantellidae|Mantellinae|Gephyromantis|Gephyromantis enki,
