Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Apidae,154,162,4.68,1,,,,Exact,0,Apidae,Apidae,6KD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae,
1,,B. bifarius,2088,2099,6.81,2,,,,NoMatch,,,,,,,,
2,,B. bimaculatus,6642,6656,7.94,2,,,,NoMatch,,,,,,,,
3,,B. occidentalis,2068,2083,7.67,2,,,,NoMatch,,,,,,,,
4,,B. pensylvanicus,6751,6768,7.35,2,,,,NoMatch,,,,,,,,
5,,B. vosnesenskii,6576,6591,6.65,2,,,,NoMatch,,,,,,,,
6,,Bombus,163,170,4.49,1,,,,Exact,0,"Bombus Latreille, 1802",Bombus,62H8K,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus,
7,,Bombus bifarius,1273,1290,11.69,2,,,,Exact,0,"Bombus bifarius Cresson, 1879",Bombus bifarius,68NPY,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus bifarius,
8,,Bombus bimaculatus,1333,1352,12.82,2,,,,Exact,0,"Bombus bimaculatus Cresson, 1864",Bombus bimaculatus,5WNPX,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus bimaculatus,
9,,Bombus impatiens,1312,1328,7.55,2,,,,Exact,0,"Bombus impatiens Cresson, 1863",Bombus impatiens,MFLB,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus impatiens,
10,,Bombus muscorum,57652,57668,8.20,2,,,,Exact,0,"Bombus muscorum (Linnaeus, 1758)",Bombus muscorum,MFQT,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus muscorum,
11,,Bombus occidentalis,1210,1230,12.55,2,,,,Exact,0,"Bombus occidentalis Greene, 1858",Bombus occidentalis,MFRN,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus occidentalis,
12,,Bombus pensylvanicus,1235,1256,12.24,2,,,,Exact,0,"Bombus pensylvanicus (De Geer, 1773)",Bombus pensylvanicus,MFS6,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus pensylvanicus,
13,,Bombus species�bombus bifarius,6230,6261,12.88,3,,,,NoMatch,0,"Bombus bifarius Cresson, 1879",Bombus bifarius,68NPY,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus bifarius,
14,,Bombus vosnesenskii,1291,1311,11.54,2,,,,Exact,0,"Bombus vosnesenskii Radoszkowski, 1862",Bombus vosnesenskii,MFY6,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Bombini|Bombus|Bombus vosnesenskii,
15,,N. bombi,57533,57541,4.01,2,,,,NoMatch,,,,,,,,
16,,Nosema bombi,3744,3756,8.64,2,,,,Exact,0,"Nosema bombi Fantham & A.Porter, 1914",Nosema bombi,47QZJ,1,Catalogue of Life,Biota|Protozoa|Microsporidia|Microsporea|Dissociodihaplophasida|Nosematidae|Nosema|Nosema bombi,
17,,Solter,67258,67265,2.06,1,,,,Exact,0,Solter,Solter,644FK,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Neuroptera|Myrmeleontidae|Solter,
