Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. millepora,7083,7095,6.86,2,,,,NoMatch,,,,,,,,
1,,A. spathulata,42880,42893,7.94,2,,,,NoMatch,,,,,,,,
2,,Acanthaster planci,35911,35929,7.76,2,,,,Exact,0,"Acanthaster planci (Linnaeus, 1758)",Acanthaster planci,8TF2,1,Catalogue of Life,Biota|Animalia|Echinodermata|Asterozoa|Asteroidea|Valvatacea|Valvatida|Acanthasteridae|Acanthaster|Acanthaster planci,
3,,Acanthochromis polyacanthus,35966,35994,11.51,2,,,,Exact,0,"Acanthochromis polyacanthus (Bleeker, 1855)",Acanthochromis polyacanthus,64DY4,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Acanthochromis|Acanthochromis polyacanthus,
4,,Acropora,36735,36743,5.12,1,,,,Exact,0,"Acropora Oken, 1815",Acropora,84L4Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora,
5,,Acropora beds,45344,45357,4.50,2,,,,PartialExact,0,"Acropora Oken, 1815",Acropora,84L4Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora,
6,,Acropora millepora,188,207,12.38,2,,,,Exact,0,"Acropora millepora (Ehrenberg, 1834)",Acropora millepora,9P3K,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora millepora,
7,,Acropora millepora colonies,18489,18516,11.56,3,,,,NoMatch,0,"Acropora millepora (Ehrenberg, 1834)",Acropora millepora,9P3K,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora millepora,
8,,Acropora palmata,40788,40805,13.06,2,,,,Exact,0,"Acropora palmata (Lamarck, 1816)",Acropora palmata,9P48,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora palmata,
9,,Acroporidae,6982,6995,4.91,1,,,,Exact,0,"Acroporidae Verrill, 1901",Acroporidae,84JTX,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae,
10,,Aipysurus laevis,35742,35758,12.07,2,,,,Exact,0,"Aipysurus laevis Lacépède, 1804",Aipysurus laevis,5TV4N,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Elapoidea|Elapidae|Hydrophiinae|Aipysurus|Aipysurus laevis,
11,,Amphiprion melanopus,35995,36016,8.77,2,,,,Exact,0,"Amphiprion melanopus Bleeker, 1852",Amphiprion melanopus,D55T,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Amphiprion|Amphiprion melanopus,
12,,Chromis atripectoralis,36041,36063,12.52,2,,,,Exact,0,"Chromis atripectoralis Welander & Schultz, 1951",Chromis atripectoralis,5YFXM,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Chromis|Chromis atripectoralis,
13,,Clavularia koellikeri,41511,41532,12.61,2,,,,Exact,0,"Clavularia koellikeri (Dean, 1927)",Clavularia koellikeri,5YWWW,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Octocorallia|Alcyonacea|Stolonifera|Clavulariidae|Clavularia|Clavularia koellikeri,
14,,Leucetta,35361,35369,4.22,1,,,,Exact,0,"Leucetta Haeckel, 1872",Leucetta,84PNJ,1,Catalogue of Life,Biota|Animalia|Porifera|Calcarea|Calcinea|Clathrinida|Leucettidae|Leucetta,
15,,Plateau refugia,35479,35494,,2,,,,NoMatch,,,,,,,,
16,,Pomacentrus molucensis,36017,36040,12.71,2,,,,Fuzzy,1,"Pomacentrus moluccensis Bleeker, 1853",Pomacentrus moluccensis,4LQFB,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Pomacentrus|Pomacentrus moluccensis,
17,,Scleractinia,2114,2127,4.01,1,,,,Exact,0,Scleractinia,Scleractinia,42G,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia,
18,,Seriatopora hystrix,41450,41469,11.69,2,,,,Exact,0,"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,4WTDW,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Seriatopora|Seriatopora hystrix,
19,,Seriatopora hystrix colonies,45275,45303,10.86,3,,,,NoMatch,0,"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,4WTDW,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Seriatopora|Seriatopora hystrix,
20,,Sinularia flexibilis,41631,41651,12.92,2,,,,Exact,0,"Sinularia flexibilis (Quoy & Gaimard, 1833)",Sinularia flexibilis,4XMDH,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Octocorallia|Alcyonacea|Alcyoniina|Alcyoniidae|Sinularia|Sinularia flexibilis,
21,,Stegastes nigricans,36068,36087,8.85,2,,,,Exact,0,"Stegastes nigricans (Lacepède, 1802)",Stegastes nigricans,4ZNNG,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Stegastes|Stegastes nigricans,
22,,Stylophora pistillata,38925,38947,13.83,2,,,,Exact,0,"Stylophora pistillata (Esper, 1792)",Stylophora pistillata,7B2XQ,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Stylophora|Stylophora pistillata,
23,,Symbiodinium,41585,41597,5.70,1,,,,Exact,0,"Symbiodinium Freudenthal, 1962",Symbiodinium,urn:lsid:marinespecies.org:taxname:109572,9,WoRMS,Biota|Chromista|Harosa|Alveolata|Myzozoa|Dinozoa|Dinoflagellata|Dinophyceae|Suessiales|Symbiodiniaceae|Symbiodinium,
24,,Tridacna derasa,35801,35816,7.29,2,,,,Exact,0,"Tridacna derasa (Röding, 1798)",Tridacna derasa,58NHZ,1,Catalogue of Life,Biota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Cardiida|Cardioidea|Cardiidae|Tridacninae|Tridacna|Tridacna derasa,
