Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. mellifera,25059,25072,6.88,2,,,,NoMatch,,,,,,,,
1,,A. pisum,40594,40602,5.85,2,,,,NoMatch,,,,,,,,
2,,Acrididae,19901,19910,4.83,1,,,,Exact,0,"Acrididae MacLeay, 1821",Acrididae,8NKGT,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridomorpha|Acridoidea|Acrididae,
3,,Acridoidea,20102,20112,4.36,1,,,,Exact,0,"Acridoidea MacLeay, 1821",Acridoidea,8NKG2,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridomorpha|Acridoidea,
4,,Aculeata,273,281,4.27,1,,,,Exact,0,Aculeata,Aculeata,NTV,1,Catalogue of Life,Biota|Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Aculeata,
5,,Acyrthosiphon pisum,19641,19660,10.95,2,,,,Exact,0,"Acyrthosiphon (Acyrthosiphon) pisum (Harris, 1776)",Acyrthosiphon pisum,9WK9,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Macrosiphini|Acyrthosiphon|Acyrthosiphon|Acyrthosiphon pisum,
6,,Aphididae,19881,19890,5.40,1,,,,Exact,0,"Aphididae Latreille, 1802",Aphididae,8NKH2,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae,
7,,Aphidoidea,20080,20090,4.92,1,,,,Exact,0,"Aphidoidea Latreille, 1802",Aphidoidea,8NKG4,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea,
8,,Apidae,19824,19830,4.68,1,,,,Exact,0,Apidae,Apidae,6KD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae,
9,,Apis mellifera,19496,19510,10.80,2,,,,Exact,0,"Apis mellifera Linnaeus, 1758",Apis mellifera,FN46,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea|Apidae|Apinae|Apini|Apis|Apis mellifera,
10,,Apocrita,3315,3324,3.38,1,,,,Exact,0,Apocrita,Apocrita,urn:lsid:marinespecies.org:taxname:151156,9,WoRMS,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hymenoptera|Apocrita,
11,,Apoidea,9730,9737,3.78,1,,,,Exact,0,Apoidea,Apoidea,625GP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Apoidea,
12,,Aulacidae,15974,15984,5.40,1,,,,Exact,0,Aulacidae,Aulacidae,6WV,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Evanioidea|Aulacidae,
13,,B. mori,25046,25054,3.95,2,,,,NoMatch,,,,,,,,
14,,Bombycidae,19856,19866,5.33,1,,,,Exact,0,Bombycidae,Bombycidae,622GK,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Bombycoidea|Bombycidae,
15,,Bombycoidea,20056,20067,4.50,1,,,,Exact,0,Bombycoidea,Bombycoidea,4V9,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Bombycoidea,
16,,Bombyx mori,19583,19594,7.11,2,,,,Exact,0,"Bombyx mori Linnaeus, 1758",Bombyx mori,MGPB,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Bombycoidea|Bombycidae|Bombyx|Bombyx mori,
17,,Braconidae,9694,9704,4.76,1,,,,Exact,0,Braconidae,Braconidae,7D4,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Braconidae,
18,,Campoletis sonorensis,15372,15393,11.38,2,,,,Exact,0,"Campoletis sonorensis (Cameron, 1886)",Campoletis sonorensis,68WH2,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Ichneumonidae|Campoletis|Campoletis sonorensis,
19,,Ceraphronidae,16040,16054,5.10,1,,,,Exact,0,Ceraphronidae,Ceraphronidae,7W5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ceraphronoidea|Ceraphronidae,
20,,Ceraphronoidea,9846,9860,4.71,1,,,,Exact,0,Ceraphronoidea,Ceraphronoidea,4X3,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ceraphronoidea,
21,,Chalcidoidea,246,259,4.71,1,,,,Exact,0,Chalcidoidea,Chalcidoidea,CD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chalcidoidea,
22,,Chrysidoidea,9705,9717,4.71,1,,,,Exact,0,Chrysidoidea,Chrysidoidea,4Y3,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chrysidoidea,
23,,Coleoptera,20231,20241,4.97,1,,,,Exact,0,Coleoptera,Coleoptera,C2L,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera,
24,,Cynipoidea,3447,3458,4.36,1,,,,Exact,0,Cynipoidea,Cynipoidea,525,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Cynipoidea,
25,,D. melanogaster,25029,25045,4.28,2,,,,NoMatch,,,,,,,,
26,,Diapriidae,12773,12784,4.76,1,,,,Exact,0,Diapriidae,Diapriidae,96T,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Diaprioidea|Diapriidae,
27,,Diaprioidea,14583,14595,4.50,1,,,,Exact,0,Diaprioidea,Diaprioidea,52T,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Diaprioidea,
28,,Diprionidae,15293,15305,4.91,1,,,,Exact,0,Diprionidae,Diprionidae,9CF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Tenthredinoidea|Diprionidae,
29,,Diptera,20254,20261,4.96,1,,,,Exact,0,Diptera Borkh.,Diptera,5T8Z6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifraga,
30,,Drosophila melanogaster,19606,19629,9.57,2,,,,Exact,0,"Drosophila (Sophophora) melanogaster Meigen, 1830",Drosophila melanogaster,8BXCZ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophilinae|Drosophilini|Drosophilina|Drosophila|Sophophora|Drosophila melanogaster,
31,,Drosophilidae,19867,19880,5.10,1,,,,Exact,0,Drosophilidae,Drosophilidae,9GR,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Drosophilidae,
32,,E. coli,20523,20530,3.82,2,,,,NoMatch,,,,,,,,
33,,Ephydroidea,20068,20079,4.50,1,,,,Exact,0,Ephydroidea,Ephydroidea,urn:lsid:marinespecies.org:taxname:712116,9,WoRMS,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Diptera|Brachycera|Muscomorpha|Schizophora|Acalyptrata|Ephydroidea,
34,,Evaniidae,10129,10138,4.83,1,,,,Exact,0,Evaniidae,Evaniidae,623QL,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Evanioidea|Evaniidae,
35,,Evanioidea,14571,14582,4.36,1,,,,Exact,0,Evanioidea,Evanioidea,558,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Evanioidea,
36,,Evaniomorpha,7883,7896,5.33,1,,,,Exact,0,Evaniomorpha,Evaniomorpha,4HLJ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Braconidae|Evaniomorpha,
37,,Figitidae,16112,16122,4.83,1,,,,Exact,0,Figitidae,Figitidae,62446,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Cynipoidea|Figitidae,
38,,Formicidae,19831,19841,4.76,1,,,,Exact,0,Formicidae,Formicidae,623T5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Vespoidea|Formicidae,
39,,Gasteruptiidae,10139,10153,5.11,1,,,,Exact,0,Gasteruptiidae,Gasteruptiidae,6246Y,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Evanioidea|Gasteruptiidae,
40,,Heloridae,10028,10037,4.83,1,,,,Exact,0,Heloridae,Heloridae,6253R,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Proctotrupoidea|Heloridae,
41,,Hemiptera,20262,20271,5.60,1,,,,Exact,0,Hemiptera,Hemiptera,HP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera,
42,,Holometabola,3288,3301,4.90,1,,,,Exact,0,Holometabola,Holometabola,914213,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola,
43,,Hymenoptera,282,295,5.67,1,,,,Exact,0,Hymenoptera,Hymenoptera,HYM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera,
44,,Ichneumonidae,9680,9693,5.66,1,,,,Exact,0,Ichneumonidae,Ichneumonidae,BCL,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea|Ichneumonidae,
45,,Ichneumonoidea,3335,3350,4.71,1,,,,Exact,0,Ichneumonoidea,Ichneumonoidea,62255,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Ichneumonoidea,
46,,Ichneumonomorpha,7916,7933,5.06,1,,,,Exact,0,Ichneumonomorpha,Ichneumonomorpha,2134326,168,ION,,
47,,Insecta,296,304,4.02,1,,,,Exact,0,Insecta,Insecta,H6,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta,
48,,Lepidoptera,20242,20253,5.11,1,,,,Exact,0,Lepidoptera,Lepidoptera,LP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera,
49,,Locusta migratoria,19698,19716,11.26,2,,,,Exact,0,"Locusta migratoria (Linnaeus, 1758)",Locusta migratoria,72LGF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridomorpha|Acridoidea|Acrididae|Oedipodinae|Locustini|Locustina|Locusta|Locusta migratoria,
50,,Lysiphlebus testacipes,19303,19325,11.70,2,,,,Exact,0,Lysiphlebus testacipes (Hymenoptera) in Aphis,Lysiphlebus testacipes,99609476,169,uBio NameBank,|Lysiphlebus testacipes in,
51,,Maamingidae,12802,12815,4.91,1,,,,Exact,0,Maamingidae,Maamingidae,624JK,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Diaprioidea|Maamingidae,
52,,Mega,29167,29171,2.12,1,,,,Exact,0,Mega,Mega,98021101,169,uBio NameBank,,
53,,Megalyroidea,9888,9900,4.71,1,,,,Exact,0,Megalyroidea,Megalyroidea,5CB,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Megalyroidea,
54,,Monomachidae,12787,12799,5.12,1,,,,Exact,0,Monomachidae,Monomachidae,CWN,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Diaprioidea|Monomachidae,
55,,Morphological,5472,5485,1.51,1,,,,Exact,0,Morphological,Morphological,3009798,168,ION,,
56,,Mymarommatoidea,9804,9819,5.21,1,,,,Exact,0,Mymarommatoidea,Mymarommatoidea,709260,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Hymenoptera|Apocrita|Terebrantes|Mymarommatoidea,
57,,Myzus persicae,19672,19686,8.15,2,,,,Exact,0,"Myzus (Nectarosiphon) persicae (Sulzer, 1776)",Myzus persicae,45J3R,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Macrosiphini|Myzus|Myzus|Myzus persicae,
58,,Nasonia vitripennis,19435,19454,11.45,2,,,,Exact,0,"Nasonia vitripennis (Walker, 1836)",Nasonia vitripennis,45QJT,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Chalcidoidea|Pteromalidae|Nasonia|Nasonia vitripennis,
