Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Epichloe,4392,4400,3.88,1,,,,Exact,9.00960,0,Epichloe,Epichloe,6349S,1,Catalogue of Life,Biota|Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Epichloe,
1,,L. multiflorum,15238,15252,7.43,2,,,,NoMatch,0.0,,,,,,,,
2,,Lolium multiflorum,3155,3173,12.53,2,,,,Exact,9.01315,0,Lolium multiflorum Lam.,Lolium multiflorum,3VVXG,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium|Lolium multiflorum,
3,,Lolium multiflorum cross,30931,30955,11.89,3,,,,PartialExact,9.01315,0,Lolium multiflorum Lam.,Lolium multiflorum,3VVXG,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium|Lolium multiflorum,
4,,N. occultans,24953,24965,5.58,2,,,,NoMatch,0.0,,,,,,,,
5,,N. occultans hyphae,16200,16219,5.83,3,,,,NoMatch,0.0,,,,,,,,
6,,Neotyphodium,4406,4418,5.70,1,,,,Exact,9.00960,0,Neotyphodium,Neotyphodium,62ZL,1,Catalogue of Life,Biota|Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Neotyphodium,
7,,Neotyphodium lolii,5303,5322,11.86,2,,,,Exact,9.01138,0,"Neotyphodium lolii (Latch, M.J. Chr. & Samuels) Glenn, C.W. Bacon & Hanlin",Neotyphodium lolii,46WBD,1,Catalogue of Life,Biota|Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Epichloe|Epichloe festucae,
8,,Neotyphodium occultans,3212,3235,11.69,2,,,,Exact,9.01138,0,"Neotyphodium occultans C.D. Moon, B. Scott & M.J. Chr.",Neotyphodium occultans,46WBF,1,Catalogue of Life,Biota|Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Epichloe|Epichloe occultans,
9,,Pooideae,2637,2645,3.82,1,,,,Exact,8.98392,0,Pooideae Benth.,Pooideae,50106396,165,Tropicos,,
10,,Rhopalosiphum padi,22955,22974,9.33,2,,,,Exact,9.01315,0,"Rhopalosiphum padi (Linnaeus, 1758)",Rhopalosiphum padi,7987N,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Aphidini|Rhopalosiphina|Rhopalosiphum|Rhopalosiphum padi,
