Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Mega,11408,11412,2.12,1,,,,Exact,8.91436,0,Mega,Mega,98021101,169,uBio NameBank,,
1,,S. aurata,7149,7158,7.29,2,,,,NoMatch,0.0,,,,,,,,
2,,Sparus aurata,225,238,12.80,2,,,,Exact,9.01315,0,"Sparus aurata Linnaeus, 1758",Sparus aurata,4YF8Y,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Sparidae|Sparus|Sparus aurata,
