Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Canis latrans,4261,4276,9.56,2,,,,Exact,0,"Canis latrans Say, 1823",Canis latrans,QLXJ,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Caniformia|Canidae|Canis|Canis latrans,
1,,Canis lupus,4609,4622,5.88,2,,,,Exact,0,"Canis lupus Linnaeus, 1758",Canis lupus,QLXL,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Caniformia|Canidae|Canis|Canis lupus,
2,,Felis catus,12750,12764,11.34,2,,,,Exact,0,"Felis catus Linnaeus, 1758",Felis catus,3DXV3,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Felis|Felis catus,
3,,L. canadensis,25485,25498,6.40,2,,,,NoMatch,,,,,,,,
4,,Lynx canadensis,12935,12953,8.62,2,,,,Exact,0,"Lynx canadensis Kerr, 1792",Lynx canadensis,3WSJS,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx canadensis,
5,,Lynx rufus,174,186,5.58,2,,,,Exact,0,"Lynx rufus (Schreber, 1777)",Lynx rufus,3WSJW,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus,
6,,Lynx rufus baileyi,7239,7257,9.82,3,,,,Exact,0,"Lynx rufus baileyi Merriam, 1890",Lynx rufus baileyi,5JGKT,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus|Lynx rufus baileyi,
7,,Lynx rufus californicus,7032,7055,11.45,3,,,,Exact,0,"Lynx rufus californicus Mearns, 1897",Lynx rufus californicus,7JZZK,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus|Lynx rufus californicus,
8,,Lynx rufus escuinapae,7162,7183,9.40,3,,,,Exact,0,"Lynx rufus escuinapae J. A. Allen, 1903",Lynx rufus escuinapae,5JGKV,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus|Lynx rufus escuinapae,
9,,Lynx rufus fasciatus,6729,6749,11.58,3,,,,Exact,0,"Lynx rufus fasciatus Rafinesque, 1817",Lynx rufus fasciatus,5JGKW,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus|Lynx rufus fasciatus,
10,,Lynx rufus floridanus,7593,7614,11.60,3,,,,Exact,0,"Lynx rufus floridanus Rafinesque, 1817",Lynx rufus floridanus,5JGKX,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Lynx|Lynx rufus|Lynx rufus floridanus,
