Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,M. musculus castaneus,15438,15459,9.53,3,,,,NoMatch,,,,,,,,
1,,Mus musculus,12447,12459,7.71,2,,,,Exact,0,"Mus (Mus) musculus Linnaeus, 1758",Mus musculus,7VW9H,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Mus|Mus|Mus musculus,
2,,Mus musculus musculus,15401,15422,12.62,3,,,,Exact,0,"Mus musculus musculus Linnaeus, 1758",Mus musculus musculus,7KD8R,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Mus|Mus|Mus musculus|Mus musculus musculus,
3,,R. fuscipes,19612,19623,5.79,2,,,,NoMatch,,,,,,,,
4,,R. rattus,1433,1442,7.11,2,,,,NoMatch,,,,,,,,
5,,R. rattus diardi,57773,57790,11.53,3,,,,NoMatch,,,,,,,,
6,,R. ratus,18401,18409,6.62,2,,,,NoMatch,,,,,,,,
7,,R. tanezumi,1680,1691,5.22,2,,,,NoMatch,,,,,,,,
8,,Rattus,5785,5791,4.70,1,,,,Exact,0,"Rattus Fischer, 1803",Rattus,63QK6,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Rattus,
9,,Rattus exulans,6118,6132,10.38,2,,,,Exact,0,"Rattus exulans (Peale, 1848)",Rattus exulans,4RM4P,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Rattus|Rattus exulans,
10,,Rattus norvegicus,6076,6094,12.30,2,,,,Exact,0,"Rattus norvegicus (Berkenhout, 1769)",Rattus norvegicus,4RM67,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Rattus|Rattus norvegicus,
11,,Rattus rattus,127,140,12.21,2,,,,Exact,0,"Rattus rattus (Linnaeus, 1758)",Rattus rattus,4RM6W,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Rattus|Rattus rattus,
12,,Rattus tanezumi,1395,1412,10.33,2,,,,Exact,0,"Rattus tanezumi (Temminck, 1845)",Rattus tanezumi,4RM7G,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Muridae|Murinae|Rattus|Rattus tanezumi,
13,,Taxon,10117,10122,1.77,1,,,,Exact,0,Taxon,Taxon,51015831-1,167,IPNI,,
