Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Candida sonorensis,17199,17218,10.59,2,,,,Exact,0,"Candida sonorensis (M.W. Mill., Phaff, M. Miranda, Heed & Starmer) S.A. Mey. & Yarrow",Candida sonorensis,QLH4,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Candida|Candida sonorensis,
1,,Candida valida,17241,17256,10.60,2,,,,Exact,0,Candida valida (Leberle) Uden & H.R. Buckley ex S.A. Mey. & Ahearn,Candida valida,QLK4,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Pichia|Pichia membranifaciens,
2,,D. melanogaster,53987,54003,4.28,2,,,,NoMatch,,,,,,,,
3,,D. mojavensis,2353,2366,6.40,2,,,,NoMatch,,,,,,,,
4,,D. mojavensis may,28922,28939,3.61,3,,,,NoMatch,,,,,,,,
5,,Devt versus agria,25005,25023,4.49,3,,,,NoMatch,,,,,,,,
6,,Dipodascus starmeri,17178,17198,12.05,2,,,,Exact,0,"Dipodascus starmeri Phaff, Blue, Hagler & Kurtzman",Dipodascus starmeri,36PKN,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Dipodascaceae|Dipodascus|Dipodascus starmeri,
7,,Drosophila,62,72,4.89,1,,,,Exact,0,Drosophila,Drosophila,8NPBW,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophila,
8,,Drosophila mojavensis,750,771,11.69,2,,,,Exact,0,"Drosophila (Drosophila) mojavensis Patterson, 1940",Drosophila mojavensis,8BWL9,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophilinae|Drosophilini|Drosophilina|Drosophila|Drosophila|Drosophila mojavensis,
9,,E. cacticida,66590,66602,6.97,2,,,,NoMatch,,,,,,,,
10,,Erwinia cacticida,17032,17049,11.02,2,,,,Exact,0,"Erwinia cacticida Alcorn et al., 1991",Erwinia cacticida,6H33J,1,Catalogue of Life,Biota|Bacteria|Negibacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Pectobacterium|Pectobacterium cacticida,
11,,Ferocactus,8379,8389,5.35,1,,,,Exact,0,Ferocactus Britton & Rose,Ferocactus,62SMZ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Ferocactus,
12,,Heliothis,53608,53617,2.52,1,,,,Exact,0,"Heliothis Ochsenheimer, 1816",Heliothis,117399,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Lepidoptera|Noctuoidea|Noctuidae|Heliothinae|Heliothis,
13,,Mimulus,6235,6242,4.96,1,,,,Exact,0,Mimulus L.,Mimulus,5T9B,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Lamiales|Phrymaceae|Mimulus,
14,,Pichia cactophila,17257,17275,11.46,2,,,,Exact,0,"Pichia cactophila Starmer, Phaff, M. Miranda & M.W. Mill.",Pichia cactophila,4HQ68,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Pichia|Pichia cactophila,
15,,Pichia mexicana,17276,17291,8.73,2,,,,Exact,0,"Pichia mexicana M. Miranda, Holzschu, Phaff & Starmer",Pichia mexicana,4HQ8J,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Yamadazyma|Yamadazyma mexicana,
16,,S. alamosensis,8262,8277,6.58,2,,,,NoMatch,,,,,,,,
17,,S. thurberi,8205,8217,7.17,2,,,,NoMatch,,,,,,,,
18,,Sporopachydermia cereana,17296,17321,13.31,2,,,,Exact,0,Sporopachydermia cereana Rodr. Mir.,Sporopachydermia cereana,4ZD2Y,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Dipodascaceae|Sporopachydermia|Sporopachydermia cereana,
19,,Starmera amethionina,17219,17240,12.92,2,,,,Exact,0,"Starmera amethionina (Starmer, Phaff, M. Miranda & M.W. Mill.) Y. Yamada, Higashi, S. Ando & Mikata",Starmera amethionina,4ZKRV,1,Catalogue of Life,Biota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Starmera|Starmera amethionina,
20,,Stenocereus gummosus,8007,8028,12.10,2,,,,Exact,0,Stenocereus gummosus (Engelm.) A. C. Gibson & K. E. Horak,Stenocereus gummosus,4ZWLR,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Stenocereus|Stenocereus gummosus,
