Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Bacterosira,16730,16741,4.95,1,,,,Exact,8.98392,0,Bacterosira Gran,Bacterosira,970008,3,ITIS,Chromista|Harosa|Halvaria|Heterokonta|Ochrophyta|Bacillariophyceae|Coscinodiscophycidae|Thalassiosirales|Thalassiosiraceae|Bacterosira,
1,,Bacterosira bathyomphala,16679,16703,12.04,2,,,,Exact,8.98392,0,Bacterosira bathyomphala (Cleve) Syvertsen & Hasle,Bacterosira bathyomphala,40729,195,AlgaeBase,Bacillariophyta|Mediophyceae|Thalassiosirales|Thalassiosiraceae|Bacterosira|Bacterosira bathyomphala,
2,,Bellerochea,44325,44336,4.64,1,,,,Exact,8.98392,0,Bellerochea Van Heurck,Bellerochea,2725,3,ITIS,Chromista|Harosa|Halvaria|Heterokonta|Ochrophyta|Bacillariophyceae|Coscinodiscophycidae|Hemiaulales|Bellerocheaceae|Bellerochea,
3,,Bellerochea malleus,27539,27558,7.88,2,,,,Exact,8.98392,0,Bellerochea malleus (Brightwell) Van Heurck,Bellerochea malleus,37288,195,AlgaeBase,Bacillariophyta|Mediophyceae|Biddulphiales|Bellerocheaceae|Bellerochea|Bellerochea malleus,
4,,Cy. distinguenda,13613,13629,6.50,2,,,,NoMatch,0.0,,,,,,,,
5,,Cy. meneghiniana,48001,48019,7.64,2,,,,NoMatch,0.0,,,,,,,,
6,,Cy. striata,50717,50729,7.54,2,,,,NoMatch,0.0,,,,,,,,
7,,Cy. stylorum,50732,50746,7.03,2,,,,NoMatch,0.0,,,,,,,,
8,,Cyclostephanos,21441,21455,4.46,1,,,,Exact,8.98344,0,"Cyclostephanos F.E. Round ex Theriot, Hakansson, Kociolek, Round & Stoermer, 1987",Cyclostephanos,urn:lsid:marinespecies.org:taxname:148995,9,WoRMS,Biota|Chromista|Harosa|Heterokonta|Ochrophyta|Khakista|Bacillariophyceae|Coscinodiscophycidae|Thalassiosiranae|Thalassiosirales|Stephanodiscaceae|Cyclostephanos,
9,,Cyclostephanos invisitatus,21363,21389,12.80,2,,,,Exact,8.98392,0,"Cyclostephanos invisitatus (M.H.Hohn & Hellermann) E.C.Theriot, Stoermer & Håkasson",Cyclostephanos invisitatus,32966,195,AlgaeBase,Bacillariophyta|Mediophyceae|Stephanodiscales|Stephanodiscaceae|Cyclostephanos|Cyclostephanos invisitatus,
10,,Cyclostephanos tholiformis,21479,21505,11.87,2,,,,Exact,8.98392,0,"Cyclostephanos tholiformis Stoermer, Håkansson & Theriot, 1987",Cyclostephanos tholiformis,urn:lsid:marinespecies.org:taxname:592867,9,WoRMS,Biota|Chromista|Harosa|Heterokonta|Ochrophyta|Khakista|Bacillariophyceae|Coscinodiscophycidae|Thalassiosiranae|Thalassiosirales|Stephanodiscaceae|Cyclostephanos|Cyclostephanos tholiformis,
11,,Cyclotella,9598,9608,5.23,1,,,,Exact,8.98392,0,"Cyclotella (F.T. Kützing) A. de Brébisson, 1838",Cyclotella,urn:lsid:marinespecies.org:taxname:148905,9,WoRMS,Biota|Chromista|Harosa|Heterokonta|Ochrophyta|Khakista|Bacillariophyceae|Coscinodiscophycidae|Thalassiosiranae|Thalassiosirales|Stephanodiscaceae|Cyclotella,
12,,Cyclotella atomus,21548,21565,11.63,2,,,,Exact,8.98392,0,Cyclotella atomus Hust.,Cyclotella atomus,2457,3,ITIS,Chromista|Harosa|Halvaria|Heterokonta|Ochrophyta|Bacillariophyceae|Coscinodiscophycidae|Thalassiosirales|Stephanodiscaceae|Cyclotella|Cyclotella atomus,
