Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Arecaceae,6121,6131,4.26,1,,,,Exact,0,Arecaceae,Arecaceae,6234D,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Arecales|Arecaceae,
1,,Bactris gasipaes,6102,6120,8.10,2,,,,Exact,0,"Bactris gasipaes Kunth, nom. cons.",Bactris gasipaes,5VZXW,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Arecales|Arecaceae|Bactris|Bactris gasipaes,
2,,Batatas,41534,41541,2.36,1,,,,Exact,0,Batatas Choisy,Batatas,5T6GP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Ipomoea,
3,,Colocasia esculenta,43143,43163,10.39,2,,,,Exact,0,Colocasia esculenta (L.) Schott,Colocasia esculenta,X6SV,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Alismatales|Araceae|Colocasia|Colocasia esculenta,
4,,Convolvulaceae,2515,2530,4.54,1,,,,Exact,0,Convolvulaceae Juss.,Convolvulaceae,8J9,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae,
5,,Cucurbita,5737,5746,4.39,1,,,,Exact,0,Cucurbita L.,Cucurbita,3X8X,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Cucurbita,
6,,Gata,16460,16467,3.35,1,,,,Exact,0,"Gata Blackwelder, 1943",Gata,urn:lsid:irmng.org:taxname:1133130,181,IRMNG,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Staphylinidae|Megalopinus,
7,,I. batatas,2790,2800,4.75,2,,,,NoMatch,,,,,,,,
8,,I. purpurea,10045,10057,6.48,2,,,,NoMatch,,,,,,,,
9,,I. trifida,3079,3089,6.66,2,,,,NoMatch,,,,,,,,
10,,I. triloba,3094,3104,5.59,2,,,,NoMatch,,,,,,,,
11,,Ipomoea,9978,9985,4.20,1,,,,Exact,0,Ipomoea L.,Ipomoea,62WB5,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Ipomoea,
12,,Ipomoea batatas,1983,1999,9.35,2,,,,Exact,0,Ipomoea batatas (L.) Lam.,Ipomoea batatas,3PVNN,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Ipomoea|Ipomoea batatas,
13,,Manihot esculenta,5392,5411,9.86,2,,,,Exact,0,Manihot esculenta Crantz,Manihot esculenta,3XV44,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Manihot|Manihot esculenta,
14,,Phaseolus lunatus,5945,5962,13.36,2,,,,Exact,0,Phaseolus lunatus L.,Phaseolus lunatus,4FW5T,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Phaseolus|Phaseolus lunatus,
15,,Phaseolus vulgaris,5359,5379,13.04,2,,,,Exact,0,Phaseolus vulgaris L.,Phaseolus vulgaris,778SQ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Phaseolus|Phaseolus vulgaris,
16,,Solanum tuberosum,5326,5346,11.66,2,,,,Exact,0,Solanum tuberosum L.,Solanum tuberosum,4Y4K6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solanum|Solanum tuberosum,
17,,Solis,15091,15097,3.76,1,,,,Exact,0,Pyrrosia subg. Solis Vasques,Solis,100497551,165,Tropicos,,
18,,Zea mays,5307,5318,2.40,2,,,,Exact,0,Zea mays L.,Zea mays,5CXX5,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Zea|Zea mays,
