Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
32,,Pardofelis marmorata,10260,10280,13.52,2,,,,Exact,0,"Pardofelis marmorata (Martin, 1837)",Pardofelis marmorata,4DJJ2,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Pardofelis|Pardofelis marmorata,
33,,Pardofelis temminckii,10281,10302,12.29,2,,,,Exact,0,Pardofelis temminckii (Vigors and Horsfield 1827),Pardofelis temminckii,224093,172,PaleoBioDB,||Mammalia|Carnivora|Pardofelis temminckii,
34,,Prionailurus bengalensis,10303,10327,13.09,2,,,,Exact,0,"Prionailurus bengalensis (Kerr, 1792)",Prionailurus bengalensis,4MF7C,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Prionailurus|Prionailurus bengalensis,
35,,Prionailurus planiceps,10328,10350,12.85,2,,,,Exact,0,"Prionailurus planiceps (Vigors & Horsfield, 1827)",Prionailurus planiceps,6W932,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Prionailurus|Prionailurus planiceps,
36,,Prionailurus rubiginosa,10351,10374,14.02,2,,,,Exact,0,Prionailurus rubiginosa,Prionailurus rubiginosa,1469555,168,ION,,
37,,Prionailurus viverrinus,10375,10398,13.80,2,,,,Exact,0,"Prionailurus viverrinus (Bennett, 1833)",Prionailurus viverrinus,4MF7G,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Prionailurus|Prionailurus viverrinus,
38,,Proailurus,5546,5557,5.76,1,,,,Exact,0,"Proailurus Filhol, 1879",Proailurus,urn:lsid:irmng.org:taxname:1340242,181,IRMNG,Biota|Animalia|Chordata|Vertebrata|Mammalia|Carnivora|Felidae|Proailurus,
39,,Pseudaelurus,49688,49700,6.12,1,,,,Exact,0,"Pseudaelurus Gervais, 1850",Pseudaelurus,urn:lsid:irmng.org:taxname:1300739,181,IRMNG,Biota|Animalia|Chordata|Vertebrata|Mammalia|Carnivora|Felidae|Pseudaelurus,
40,,Puma concolor,10399,10412,9.88,2,,,,Exact,0,"Puma concolor (Linnaeus, 1771)",Puma concolor,4QHKG,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Feliformia|Felidae|Felinae|Puma|Puma concolor,
41,,Puma yaguarondi,10413,10428,8.92,2,,,,Exact,0,"Puma yaguarondi (Thomas, 1920)",Puma yaguarondi,26039,174,Mammal Species of the World,Mammalia|Carnivora|Feliformia|Felidae|Felinae|Puma|Puma yagouaroundi,
42,,Temminck,26158,26168,2.09,1,,,,Exact,0,Temminck,Temminck,100304206,169,uBio NameBank,,
43,,Tigrina,10629,10636,3.46,1,,,,Exact,0,"Tigrina Fei, Ye & Huang, 1990",Tigrina,7WVN,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Hoplobatrachus,
