Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Aciculae,50491,50499,2.78,1,,,,Exact,0,Mycena sect. Aciculae Kühner 1938,Aciculae,509530,5,Index Fungorum,,
1,,Africana,791,800,3.36,1,,,,Exact,0,"Africana Ocana & Brito, 2015",Africana,84L6Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Caryophylliidae|Africana,
2,,Annelida,135,144,3.99,1,,,,Exact,0,Annelida,Annelida,NN,1,Catalogue of Life,Biota|Animalia|Annelida,
3,,Arago,82560,82566,2.13,1,,,,Exact,0,Arago Endl.,Arago,37435-1,167,IPNI,,
4,,Bidentata,976,986,4.15,1,,,,Exact,0,Allium ser. Bidentata Tzag.,Bidentata,43691-1,167,IPNI,,
5,,Chiaje,9900,9907,2.12,1,,,,Exact,0,Chiaje Lygaeus delle Hope 1848,Chiaje,4765014,168,ION,,
6,,Crassichaetae,1104,1117,4.05,1,,,,Exact,0,"Heteropodarke (Crassichaetae) Perkins, 1984",Crassichaetae,85KFM,1,Catalogue of Life,Biota|Animalia|Annelida|Polychaeta|Errantia|Phyllodocida|Nereidiformia|Hesionidae|Ophiodrominae|Ophiodromini|Heteropodarke|Heteropodarke,
7,,Enlarged falciger,71736,71754,2.61,2,,,,NoMatch,,,,,,,,
8,,Falciger,53657,53665,1.66,1,,,,Exact,0,"Falciger Dejean, P.F.M.A., 1821",Falciger,8HJRV,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Curculionoidea|Curculionidae|Falciger,
9,,H. heteromorpha,83843,83860,6.29,2,,,,NoMatch,,,,,,,,
10,,H. heteropoda,82753,82769,5.75,2,,,,NoMatch,,,,,,,,
