Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Anaplasma marginale,4047,4066,11.29,2,,,,Exact,9.01315,0,"Anaplasma marginale Theiler, 1910",Anaplasma marginale,DFSS,1,Catalogue of Life,Biota|Bacteria|Negibacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Anaplasma|Anaplasma marginale,
1,,Cheilosia longula,9517,9534,10.24,2,,,,Exact,9.01315,0,"Cheilosia longula (Zetterstedt, 1838)",Cheilosia longula,69RJV,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Syrphidae|Eristalinae|Rhingiini|Cheilosia|Cheilosia longula,
2,,Cheilosia naruska,9499,9516,8.18,2,,,,Exact,9.01315,0,"Cheilosia naruska Haarto & Kerppola, 2007",Cheilosia naruska,TSRL,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Syrphidae|Eristalinae|Rhingiini|Cheilosia|Cheilosia naruska,
3,,D. yakuba,35567,35576,4.97,2,,,,NoMatch,0.0,,,,,,,,
4,,Dermatophilus congolensis,4122,4147,12.84,2,,,,Exact,9.01315,0,"Dermatophilus congolensis (Van Saceghem, 1915) Gordon, 1964",Dermatophilus congolensis,34X5M,1,Catalogue of Life,Biota|Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Micrococcineae|Dermatophilaceae|Dermatophilus|Dermatophilus congolensis,
5,,Diptera,257,266,4.96,1,,,,Exact,9.01138,0,Diptera Borkh.,Diptera,5T8Z6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifraga,
6,,Dolichopodidae,6925,6939,5.11,1,,,,Exact,9.00960,0,Dolichopodidae,Dolichopodidae,623XN,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Dolichopodidae,
7,,Dolichopus excisus,9579,9597,12.47,2,,,,Exact,9.01315,0,"Dolichopus (Dolichopus) excisus Loew, 1859",Dolichopus excisus,8BTV7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus|Dolichopus excisus,
8,,Dolichopus longula,17699,17718,11.88,2,,,,PartialExact,9.00960,0,Dolichopus,Dolichopus,47JJ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Dolichopodidae|Dolichopodinae|Dolichopus,
9,,Dolichopus nubilus,9560,9578,12.50,2,,,,Exact,9.01315,0,"Dolichopus (Dolichopus) nubilus Meigen, 1824",Dolichopus nubilus,8BTXR,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus|Dolichopus nubilus,
10,,Drosophila,31140,31150,4.89,1,,,,Exact,9.00960,0,Drosophila,Drosophila,8MQXF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Ephydridae|Discocerina|Drosophila,
