Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Cynodon dactylon,11917,11934,7.94,2,,,,Exact,9.01315,0,Cynodon dactylon (L.) Pers.,Cynodon dactylon,6C72Q,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Cynodon|Cynodon dactylon,
1,,Cynodon transvaalensis,11937,11959,9.00,2,,,,Exact,9.01315,0,Cynodon transvaalensis Burtt Davy,Cynodon transvaalensis,339PM,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Cynodon|Cynodon transvaalensis,
