Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,L. dispar,1938,1948,4.49,2,,,,NoMatch,0.0,,,,,,,,
1,,L. dispar hide,2164,2178,2.57,3,,,,NoMatch,0.0,,,,,,,,
2,,Larvae,3360,3366,1.56,1,,,,Exact,8.91436,0,Larvae,Larvae,2579193,168,ION,,
3,,Lymantria dispar,1830,1847,9.48,2,,,,Exact,9.01315,0,"Lymantria dispar Linnaeus, 1758",Lymantria dispar,3WRPC,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Noctuoidea|Lymantriidae|Lymantria|Lymantria dispar,
4,,Ophiocordyceps,1144,1158,4.24,1,,,,Exact,9.00960,0,Ophiocordyceps,Ophiocordyceps,68RT,1,Catalogue of Life,Biota|Fungi|Ascomycota|Sordariomycetes|Hypocreales|Ophiocordycipitaceae|Ophiocordyceps,
