Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Acanthixalus,130123,130136,5.88,1,,,,Exact,9.01315,0,"Acanthixalus Laurent, 1944",Acanthixalus,M2Q,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Acanthixalus,
1,,Acanthixalus sonjae,49634,49653,11.08,2,,,,Exact,9.01315,0,"Acanthixalus sonjae Rödel, Kosuch, Veith & Ernst, 2003",Acanthixalus sonjae,64CQQ,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Acanthixalus|Acanthixalus sonjae,
2,,Acris,129451,129458,2.41,1,,,,Exact,9.01315,0,"Acris Duméril & Bibron, 1841",Acris,627SP,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hylidae|Acridinae|Acris,
3,,Acris blanchardi,93150,93166,8.96,2,,,,Exact,9.01315,0,"Acris blanchardi Harper, 1947",Acris blanchardi,9KKH,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hylidae|Acridinae|Acris|Acris blanchardi,
4,,Acris crepitans,93167,93182,8.40,2,,,,Exact,9.01315,0,"Acris crepitans Baird, 1854",Acris crepitans,9KKJ,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hylidae|Acridinae|Acris|Acris crepitans,
5,,Acris gryllus,93136,93149,9.58,2,,,,Exact,9.01315,0,"Acris gryllus (LeConte, 1825)",Acris gryllus,9KKK,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hylidae|Acridinae|Acris|Acris gryllus,
6,,Adelastes,131470,131481,2.86,1,,,,Exact,9.01315,0,"Adelastes Zweifel, 1986",Adelastes,6287L,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Microhylidae|Adelastinae|Adelastes,
7,,Adelophryne,129255,129268,4.21,1,,,,Exact,9.01315,0,"Adelophryne Hoogmoed & Lescure, 1984",Adelophryne,P38,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Brachycephaloidea|Eleutherodactylidae|Phyzelaphryninae|Adelophryne,
8,,Adelophryne gutturosa,71159,71180,12.03,2,,,,Exact,9.01315,0,"Adelophryne gutturosa Hoogmoed & Lescure, 1984",Adelophryne gutturosa,9XZ3,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Brachycephaloidea|Eleutherodactylidae|Phyzelaphryninae|Adelophryne|Adelophryne gutturosa,
9,,Adelotus,132081,132091,4.98,1,,,,Exact,9.01315,0,"Adelotus Ogilby, 1907",Adelotus,P44,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Myobatrachoidea|Limnodynastidae|Adelotus,
10,,Adelotus brevis,69679,69694,7.50,2,,,,Exact,9.01315,0,"Adelotus brevis (Günther, 1863)",Adelotus brevis,9YH3,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Myobatrachoidea|Limnodynastidae|Adelotus|Adelotus brevis,
11,,Adenomera,130414,130425,5.60,1,,,,Exact,9.01315,0,"Adenomera Steindachner, 1867",Adenomera,P6P,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Leptodactylidae|Leptodactylinae|Adenomera,
12,,Adenomera andreae,99384,99401,11.95,2,,,,Exact,9.01315,0,"Adenomera andreae (Müller, 1923)",Adenomera andreae,6532H,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Leptodactylidae|Leptodactylinae|Adenomera|Adenomera andreae,
13,,Adenomera heyeri,99425,99441,12.75,2,,,,Exact,9.01315,0,"Adenomera heyeri Boistel, Massary & Angulo, 2006",Adenomera heyeri,9ZMN,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Leptodactylidae|Leptodactylinae|Adenomera|Adenomera heyeri,
14,,Adenomera hylaedactyla,99402,99424,12.08,2,,,,Exact,9.01315,0,"Adenomera hylaedactyla (Cope, 1868)",Adenomera hylaedactyla,9ZMP,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Leptodactylidae|Leptodactylinae|Adenomera|Adenomera hylaedactyla,
15,,Adenomus,127444,127453,5.16,1,,,,Exact,9.01315,0,"Adenomus Cope, 1861",Adenomus,P6S,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Bufonidae|Adenomus,
16,,Adenomus kelaartii,109545,109563,12.33,2,,,,Exact,9.01315,0,"Adenomus kelaartii (Günther, 1858)",Adenomus kelaartii,9ZN9,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Bufonidae|Adenomus|Adenomus kelaartii,
17,,Afrixalus,130137,130147,5.60,1,,,,Exact,9.01315,0,"Afrixalus Laurent, 1944",Afrixalus,Q3X,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus,
18,,Afrixalus delicatus,50118,50137,13.67,2,,,,Exact,9.01315,0,"Afrixalus delicatus Pickersgill, 1984",Afrixalus delicatus,65FTT,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus delicatus,
19,,Afrixalus fornasini,50163,50182,12.40,2,,,,Exact,9.01315,0,"Afrixalus fornasini (Bianconi, 1849)",Afrixalus fornasini,65G62,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus fornasini,
20,,Afrixalus knysnae,50100,50117,12.26,2,,,,Exact,9.01315,0,"Afrixalus knysnae (Loveridge, 1954)",Afrixalus knysnae,65G5R,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus knysnae,
21,,Afrixalus laevis,50186,50202,11.84,2,,,,Exact,9.01315,0,"Afrixalus laevis (Ahl, 1930)",Afrixalus laevis,65FTW,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus laevis,
22,,Afrixalus paradorsalis,48104,48126,13.66,2,,,,Exact,9.01315,0,"Afrixalus paradorsalis Perret, 1960",Afrixalus paradorsalis,65FTV,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus paradorsalis,
23,,Afrixalus stuhlmanni,50142,50162,12.10,2,,,,Exact,9.01315,0,"Afrixalus stuhlmanni (Pfeffer, 1893)",Afrixalus stuhlmanni,65FVB,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Hyperoliidae|Afrixalus|Afrixalus stuhlmanni,
24,,Agalychnis,129970,129982,4.83,1,,,,Exact,9.01315,0,"Agalychnis Cope, 1864",Agalychnis,QH7,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Phyllomedusidae|Agalychnis,
