Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Arge,2082,2088,0.47,1,,,,Exact,0,Arge,Arge,32L7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hymenoptera|Tenthredinoidea|Argidae|Arge,
