Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Acropora,34135,34143,5.12,1,,,,Exact,9.01315,0,"Acropora Oken, 1815",Acropora,84L4Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora,
1,,Galapagos,1721,1730,1.75,1,,,,Exact,8.91436,0,Galapagos,Galapagos,3059652,168,ION,,
2,,Montastraea annularis,31483,31504,12.85,2,,,,Exact,9.01138,0,"Montastraea annularis (Ellis & Solander, 1786)",Montastraea annularis,6S26M,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Merulinidae|Orbicella|Orbicella annularis,
3,,Morphological,30132,30145,1.51,1,,,,Exact,8.91436,0,Morphological,Morphological,3009798,168,ION,,
4,,P. capitata,5534,5546,7.71,2,,,,NoMatch,0.0,,,,,,,,
5,,P. damicornis,5547,5561,7.22,2,,,,NoMatch,0.0,,,,,,,,
6,,P. effusus,5562,5573,6.74,2,,,,NoMatch,0.0,,,,,,,,
7,,P. elegans,34446,34456,5.27,2,,,,NoMatch,0.0,,,,,,,,
8,,P. eydouxi,34871,34881,5.22,2,,,,NoMatch,0.0,,,,,,,,
9,,P. inflata,5586,5597,7.54,2,,,,NoMatch,0.0,,,,,,,,
10,,P. meandrina,5598,5611,7.10,2,,,,NoMatch,0.0,,,,,,,,
11,,P. verrucosa,5612,5624,7.42,2,,,,NoMatch,0.0,,,,,,,,
12,,P. woodjonesi,5639,5653,6.26,2,,,,NoMatch,0.0,,,,,,,,
13,,Pocillopora,134,145,5.64,1,,,,Exact,9.01315,0,"Pocillopora Lamarck, 1816",Pocillopora,84SGV,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora,
14,,Pocillopora capitata,34671,34692,13.75,2,,,,Exact,9.01315,0,"Pocillopora capitata Verrill, 1864",Pocillopora capitata,4KNFB,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora|Pocillopora capitata,
15,,Pocillopora colonies,6764,6784,5.34,2,,,,PartialExact,9.01315,0,"Pocillopora Lamarck, 1816",Pocillopora,84SGV,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora,
16,,Pocillopora damicornis,41263,41287,13.26,2,,,,Exact,9.01315,0,"Pocillopora damicornis (Linnaeus, 1758)",Pocillopora damicornis,6W3GR,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora|Pocillopora damicornis,
17,,Pocillopora effusus,31993,32012,12.78,2,,,,Exact,9.01138,0,"Pocillopora effusus Veron, 2000",Pocillopora effusus,4KNFJ,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora|Pocillopora effusa,
18,,Pocillopora meandrina,39910,39931,13.14,2,,,,Exact,9.01315,0,"Pocillopora meandrina Dana, 1846",Pocillopora meandrina,4KNFZ,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Pocillopora|Pocillopora meandrina,
19,,S. glynni,7540,7549,5.45,2,,,,NoMatch,0.0,,,,,,,,
20,,Scleractinia,3110,3122,4.01,1,,,,Exact,9.00960,0,Scleractinia,Scleractinia,42G,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia,
21,,Symbiodinium,1133,1146,5.70,1,,,,Exact,8.98392,0,"Symbiodinium Freudenthal, 1962",Symbiodinium,573318,3,ITIS,Chromista|Chromista|Pyrrophycophyta|Dinophyceae|Suessiales|Symbiodiniaceae|Symbiodinium,
22,,Symbiodinium glynni,1869,1888,11.55,2,,,,Exact,8.91436,0,Symbiodinium glynni,Symbiodinium glynni,4539035,168,ION,,
