Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. millepora,17195,17207,6.86,2,,,,NoMatch,0.0,,,,,,,,
1,,Acropora,10316,10324,5.12,1,,,,Exact,9.01315,0,"Acropora Oken, 1815",Acropora,84L4Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora,
2,,Acropora millepora,17113,17131,12.38,2,,,,Exact,9.01315,0,"Acropora millepora (Ehrenberg, 1834)",Acropora millepora,9P3K,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora millepora,
3,,Acropora palmata,34244,34260,13.06,2,,,,Exact,9.01315,0,"Acropora palmata (Lamarck, 1816)",Acropora palmata,9P48,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora palmata,
4,,Acropora pulchra,10941,10957,10.97,2,,,,Exact,9.01315,0,"Acropora pulchra (Brook, 1891)",Acropora pulchra,9P57,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora pulchra,
5,,Acropora tenuis,311,327,7.14,2,,,,Exact,9.01315,0,"Acropora tenuis (Dana, 1846)",Acropora tenuis,9P6Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora tenuis,
6,,Acropora valida,11016,11031,11.92,2,,,,Exact,9.01315,0,"Acropora valida (Dana, 1846)",Acropora valida,9P7F,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora|Acropora valida,
7,,Dana,9017,9023,2.44,1,,,,Exact,9.01315,0,"Dana Lowry, 2011",Dana,7P7ZM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Malacostraca|Amphipoda|Senticaudata|Talitrida|Talitridira|Talitroidea|Talitroidae|Makawidae|Dana,
8,,Genbank accesa,17473,17489,2.15,2,,,,NoMatch,0.0,,,,,,,,
9,,Seriatopora hystrix,8124,8143,11.69,2,,,,Exact,9.01315,0,"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,4WTDW,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Pocilloporidae|Seriatopora|Seriatopora hystrix,
