Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Chiton,4037,4043,,1,,,,Exact,9.01315,0,"Chiton Linnaeus, 1758",Chiton,7NSNY,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Chiton,
1,,Chiton glaucus,3881,3895,8.26,2,,,,Exact,9.01315,0,"Chiton glaucus Gray, 1828",Chiton glaucus,69VP4,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Chiton|Chiton glaucus,
2,,Chiton tuberculatus,6724,6744,9.24,2,,,,Exact,9.01315,0,"Chiton tuberculatus Linnaeus, 1758",Chiton tuberculatus,5XW2S,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Chiton|Chiton tuberculatus,
3,,Chitoninae,4061,4071,4.08,1,,,,Exact,9.01315,0,"Chitoninae Rafinesque, 1815",Chitoninae,7NXJ9,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae,
4,,Diloma,34738,34746,4.84,1,,,,Exact,9.01315,0,"Diloma Philippi, 1845",Diloma,7NWTQ,1,Catalogue of Life,Biota|Animalia|Mollusca|Gastropoda|Vetigastropoda|Trochida|Trochoidea|Trochidae|Monodontinae|Diloma,
5,,Durvillaea,2391,2402,5.12,1,,,,Exact,9.01315,0,"Durvillaea Bory de Saint-Vincent, 1826",Durvillaea,7PCJH,1,Catalogue of Life,Biota|Chromista|Ochrophyta|Phaeophyceae|Durvillaeales|Durvillaeaceae|Durvillaea,
6,,Durvillaea antarctica,749,770,9.27,2,,,,Exact,8.98392,0,Durvillaea antarctica (Chamisso) Hariot,Durvillaea antarctica,11752,195,AlgaeBase,Ochrophyta|Phaeophyceae|Fucales|Durvillaeaceae|Durvillaea|Durvillaea antarctica,
7,,Ecklonia,2423,2432,3.85,1,,,,Exact,9.01315,0,"Ecklonia Hornemann, 1828",Ecklonia,7PCQP,1,Catalogue of Life,Biota|Chromista|Ochrophyta|Phaeophyceae|Laminariales|Lessoniaceae|Ecklonia,
8,,Macrocystis,2410,2422,4.73,1,,,,Exact,9.01315,0,"Macrocystis C.Agardh, 1820",Macrocystis,7PD82,1,Catalogue of Life,Biota|Chromista|Ochrophyta|Phaeophyceae|Laminariales|Laminariaceae|Macrocystis,
9,,Morphological,16886,16899,1.51,1,,,,Exact,8.91436,0,Morphological,Morphological,3009798,168,ION,,
10,,Onithochiton neglectus,3896,3918,10.43,2,,,,Exact,9.01315,0,"Onithochiton neglectus Rochebrune, 1881",Onithochiton neglectus,49K9S,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Toniciinae|Onithochiton|Onithochiton neglectus,
11,,Rhyssoplax olivaceus,3855,3876,11.73,2,,,,Fuzzy,8.69362,2,"Rhyssoplax olivacea (Spengler, 1797)",Rhyssoplax olivacea,7T23M,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Rhyssoplax|Rhyssoplax olivacea,
12,,S. pelliserpentis,1242,1260,6.97,2,,,,NoMatch,0.0,,,,,,,,
13,,S. pelliserpentis data,26662,26684,8.17,3,,,,NoMatch,0.0,,,,,,,,
14,,S. sinclairi,1463,1475,5.36,2,,,,NoMatch,0.0,,,,,,,,
15,,S. themeropis,3830,3843,6.47,2,,,,NoMatch,0.0,,,,,,,,
16,,S. torri,3930,3938,3.37,2,,,,NoMatch,0.0,,,,,,,,
17,,Sypharochiton,1698,1711,2.34,1,,,,Exact,9.01315,0,"Sypharochiton Thiele, 1893",Sypharochiton,7PHWN,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Sypharochiton,
18,,Sypharochiton pelliserpentis,3782,3810,9.71,2,,,,Exact,9.01315,0,"Sypharochiton pelliserpentis (Quoy & Gaimard, 1835)",Sypharochiton pelliserpentis,53ZZG,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Sypharochiton|Sypharochiton pelliserpentis,
19,,Sypharochiton sinclairi,1190,1213,8.11,2,,,,Exact,9.01315,0,"Sypharochiton sinclairi (Gray, 1843)",Sypharochiton sinclairi,53ZZH,1,Catalogue of Life,Biota|Animalia|Mollusca|Polyplacophora|Neoloricata|Chitonida|Chitonina|Chitonoidea|Chitonidae|Chitoninae|Sypharochiton|Sypharochiton sinclairi,
