Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Asteraceae,36005,36015,4.75,1,,,,Exact,9.01315,0,Asteraceae Dumort.,Asteraceae,622TP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae,
1,,Betula resinifera,4652,4670,12.11,2,,,,Exact,9.01005,0,"Betula resinifera Britton, nom. illeg.",Betula resinifera,LPDS,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Betula|Betula pendula|Betula pendula mandshurica,
2,,Clethrionomys rutilus,46699,46722,12.18,2,,,,Exact,9.01138,0,"Clethrionomys rutilus (Pallas, 1779)",Clethrionomys rutilus,W4HW,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Myodes|Myodes rutilus,
3,,Insects,44695,44702,1.13,1,,,,Exact,8.91436,0,Insects,Insects,3747023,168,ION,,
4,,Lauraceae,8951,8961,4.26,1,,,,Exact,9.01315,0,Lauraceae Juss.,Lauraceae,BTB,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Laurales|Lauraceae,
5,,Lepus,46660,46666,0.05,1,,,,Exact,9.01315,0,"Lepus Linnaeus, 1758",Lepus,5DJG,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Lagomorpha|Leporidae|Lepus,
6,,Lepus americanus,4764,4782,11.77,2,,,,Exact,9.01315,0,"Lepus americanus Erxleben, 1777",Lepus americanus,6PPXC,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Lagomorpha|Leporidae|Lepus|Lepus americanus,
7,,Lolium multiflorum,43315,43333,12.53,2,,,,Exact,9.01315,0,Lolium multiflorum Lam.,Lolium multiflorum,3VVXG,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Lolium|Lolium multiflorum,
8,,Microtus,46683,46692,4.98,1,,,,Exact,9.01315,0,"Microtus Schrank, 1798",Microtus,5SL9,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Microtus,
9,,Populus tremuloides,15995,16016,12.12,2,,,,Exact,9.01315,0,Populus tremuloides Michx.,Populus tremuloides,4LVR2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Populus|Populus tremuloides,
10,,Umbellularia californica,8925,8950,12.91,2,,,,Exact,9.01315,0,Umbellularia californica (Hook. & Arn.) Nutt.,Umbellularia californica,7DH5G,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Laurales|Lauraceae|Umbellularia|Umbellularia californica,
