Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Artibeus,26984,26992,4.27,1,,,,Exact,9.01315,0,"Artibeus Leach, 1821",Artibeus,62CJH,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Chiroptera|Yangochiroptera|Noctilionoidea|Phyllostomidae|Stenodermatinae|Stenodermatini|Artibeina|Artibeus,
1,,B. tridactylus,13924,13938,7.35,2,,,,NoMatch,0.0,,,,,,,,
2,,Boreoeutheria,19771,19784,4.59,1,,,,Exact,8.98012,0,Boreoeutheria,Boreoeutheria,737413,2,Wikispecies,,
3,,Bradypus,26608,26616,4.95,1,,,,Exact,9.01315,0,"Bradypus Linnaeus, 1758",Bradypus,3CR3,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Pilosa|Folivora|Bradypodidae|Bradypus,
4,,Bradypus tridactylus,11832,11852,12.70,2,,,,Exact,9.01315,0,"Bradypus tridactylus Linnaeus, 1758",Bradypus tridactylus,N5F3,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Pilosa|Folivora|Bradypodidae|Bradypus|Bradypus tridactylus,
5,,Burmeisteria,7507,7519,5.17,1,,,,Exact,9.01138,0,"Burmeisteria Schickendantz, 1868",Burmeisteria,62HQV,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Scarabaeoidea|Melolonthidae|Pachydeminae|Pachydemini|Burmeisteriellus,
6,,Ca. retusus,1629,1640,6.74,2,,,,NoMatch,0.0,,,,,,,,
7,,Cabassous,8959,8970,2.74,1,,,,Exact,9.01315,0,"Cabassous McMurtrie, 1831",Cabassous,62JR7,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Cingulata|Dasypodidae|Tolypeutinae|Cabassous,
8,,Caenolestes,26416,26427,2.93,1,,,,Exact,9.01315,0,"Caenolestes Thomas, 1895",Caenolestes,62JHW,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Metatheria|Paucituberculata|Caenolestidae|Caenolestes,
9,,Calyptophractus,6117,6133,6.21,1,,,,Exact,9.01315,0,"Calyptophractus Fitzinger, 1871",Calyptophractus,3G7F,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Cingulata|Dasypodidae|Euphractinae|Calyptophractus,
10,,Calyptophractus retusus,1262,1285,13.35,2,,,,Exact,9.01315,0,"Calyptophractus retusus (Burmeister, 1863)",Calyptophractus retusus,Q6WX,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Cingulata|Dasypodidae|Euphractinae|Calyptophractus|Calyptophractus retusus,
11,,Canis,27009,27014,3.88,1,,,,Exact,9.01315,0,"Canis Linnaeus, 1758",Canis,3GTH,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Carnivora|Caniformia|Canidae|Canis,
12,,Ch. truncatus,1502,1515,7.67,2,,,,NoMatch,0.0,,,,,,,,
13,,Cha. villosus,13943,13956,6.91,2,,,,NoMatch,0.0,,,,,,,,
14,,Chaetophractus,9001,9016,5.70,1,,,,Exact,9.01315,0,"Chaetophractus Fitzinger, 1871",Chaetophractus,3LPT,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Cingulata|Dasypodidae|Euphractinae|Chaetophractus,
15,,Chaetophractus villosus,11777,11800,13.02,2,,,,Exact,9.01315,0,"Chaetophractus villosus (Desmarest, 1804)",Chaetophractus villosus,TDLN,1,Catalogue of Life,Biota|Animalia|Chordata|Mammalia|Theria|Eutheria|Cingulata|Dasypodidae|Euphractinae|Chaetophractus|Chaetophractus villosus,
