Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. syriaca,11387,11397,5.70,2,,,,NoMatch,0.0,,,,,,,,
1,,A. syrica,74328,74337,6.81,2,,,,NoMatch,0.0,,,,,,,,
2,,Alexis,78537,78543,4.04,1,,,,Exact,8.98392,0,Alexis Salisb.,Alexis,100143329,165,Tropicos,,
3,,Aphis,55302,55308,,1,,,,Exact,9.01315,0,"Aphis Linnaeus, 1758",Aphis,8NLXQ,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Aphidini|Aphidina|Aphis,
4,,Aphis nerii,22680,22694,6.79,2,,,,Exact,9.01315,0,"Aphis (Aphis) nerii Boyer de Fonscolombe, 1841",Aphis nerii,67LMY,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Aphidinae|Aphidini|Aphidina|Aphis|Aphis|Aphis nerii,
5,,Apocynaceae,12845,12859,4.34,1,,,,Exact,9.01315,0,Apocynaceae Juss.,Apocynaceae,6L2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae,
6,,Asclepias,16059,16068,0.67,1,,,,Exact,9.01315,0,Asclepias L.,Asclepias,33PC,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepiadoideae|Asclepias,
7,,Asclepias syriaca,1441,1461,10.81,2,,,,Exact,9.01315,0,Asclepias syriaca L.,Asclepias syriaca,H6QS,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepiadoideae|Asclepias|Asclepias syriaca,
8,,Asteraceae,17035,17045,4.75,1,,,,Exact,9.01315,0,Asteraceae Dumort.,Asteraceae,622TP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae,
9,,Chamaecrista fasciculata,72715,72741,13.46,2,,,,Exact,9.01315,0,Chamaecrista fasciculata (Michx.) Greene,Chamaecrista fasciculata,69Q5L,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Chamaecrista|Chamaecrista fasciculata,
10,,D. plexippus,25678,25690,6.36,2,,,,NoMatch,0.0,,,,,,,,
11,,Danaus,55337,55344,,1,,,,Exact,9.00960,0,Danaus,Danaus,3ZQG,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Danaus,
12,,Danaus plexippus,3249,3266,9.52,2,,,,Exact,9.01315,0,"Danaus (Anosia) plexippus Linnaeus, 1758",Danaus plexippus,6CB8P,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Danaus|Anosia|Danaus plexippus,
13,,Drosophila,73521,73531,4.89,1,,,,Exact,9.00960,0,Drosophila,Drosophila,8MQXF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Ephydridae|Discocerina|Drosophila,
14,,Hypericum perforatum,5741,5763,13.03,2,,,,Exact,9.01315,0,Hypericum perforatum L.,Hypericum perforatum,3NPZ3,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Hypericaceae|Hypericum|Hypericum perforatum,
15,,Lygaeus,55388,55396,4.07,1,,,,Exact,9.01315,0,"Lygaeus Fabricius, 1794",Lygaeus,8NNXR,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Lygaeoidea|Lygaeidae|Lygaeinae|Lygaeus,
16,,Melaleuca quinquenervia,66575,66599,10.76,2,,,,Exact,9.01315,0,Melaleuca quinquenervia (Cav.) S. T. Blake,Melaleuca quinquenervia,3Z42S,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Myrtoideae|Melaleuca|Melaleuca quinquenervia,
17,,Menidia menidia,71097,71114,9.98,2,,,,Exact,9.01315,0,"Menidia menidia (Linnaeus, 1766)",Menidia menidia,3ZQLB,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Atheriniformes|Atherinopsidae|Menidia|Menidia menidia,
18,,Myzocallis asclepiadis,11481,11503,12.61,2,,,,Exact,9.01315,0,"Myzocallis (Neomyzocallis) asclepiadis (Monell, 1879)",Myzocallis asclepiadis,45HPD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Aphidomorpha|Aphidoidea|Aphididae|Calaphidinae|Panaphidini|Myzocallidina|Myzocallis|Myzocallis|Myzocallis asclepiadis,
19,,Onagraceae,17050,17061,4.19,1,,,,Exact,9.01315,0,Onagraceae Juss.,Onagraceae,DL8,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae,
20,,Pinus ponderosa,67071,67087,12.54,2,,,,Exact,9.01271,0,Pinus ponderosa Douglas ex C. Lawson,Pinus ponderosa,4J2F3,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus|Pinus ponderosa,
21,,Ramona,32641,32647,4.10,1,,,,Exact,9.01138,0,"Ramona Bruner, 1906",Ramona,8PKNN,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridomorpha|Acridoidea|Romaleidae|Romaleinae|Romaleini|Spaniacris,
22,,Sergio,78824,78830,2.12,1,,,,Exact,8.98392,0,"Sergio Manning & Lemaitre, 1994",Sergio,urn:lsid:irmng.org:taxname:1050975,181,IRMNG,Biota|Animalia|Arthropoda|Crustacea|Malacostraca|Decapoda|Callianassidae|Sergio,
23,,Solanum americanum,67012,67033,11.93,2,,,,Exact,9.01315,0,Solanum americanum Mill.,Solanum americanum,4XZGL,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solanum|Solanum americanum,
24,,Tetraopes tetraophthalmus,22620,22646,11.22,2,,,,Exact,9.01138,0,"Tetraopes tetraophthalmus Edgren & Calhoun, 1958",Tetraopes tetraophthalmus,55R6M,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Chrysomeloidea|Cerambycidae|Tetraopes|Tetraopes tetrophthalmus,
