Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Anthoxanthum odoratum,31930,31951,12.60,2,,,,Exact,0,Anthoxanthum odoratum L.,Anthoxanthum odoratum,67GRD,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Anthoxanthum|Anthoxanthum odoratum,
1,,Cyperaceae,8502,8514,4.19,1,,,,Exact,0,Cyperaceae,Cyperaceae,8W5,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae,
2,,Festuca ovina,31986,31999,10.57,2,,,,Exact,0,Festuca ovina L.,Festuca ovina,6HST6,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Festuca|Festuca ovina,
3,,M-spartina alterniflora,12957,12981,6.12,2,,,,NoMatch,,,,,,,,
4,,Phalaris arundinacea,5046,5067,9.98,2,,,,Exact,0,Phalaris arundinacea L.,Phalaris arundinacea,4FRDZ,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Phalaris|Phalaris arundinacea,
5,,Phragmites australis,8563,8583,10.74,2,,,,Exact,0,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,4GTZX,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Phragmites|Phragmites australis,
6,,S. alterniflora,1497,1513,6.98,2,,,,NoMatch,,,,,,,,
7,,S. alterniflora may,1559,1578,4.20,3,,,,NoMatch,,,,,,,,
8,,S. anglica,6059,6069,7.06,2,,,,NoMatch,,,,,,,,
9,,Sc. mariqueter,11112,11126,4.25,2,,,,NoMatch,,,,,,,,
10,,Scirpus mariqueter,1411,1429,9.40,2,,,,Exact,0,Scirpus mariqueter Tang & F.T.Wang,Scirpus mariqueter,6Y9P2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Cyperaceae|Bolboschoenoplectus|Bolboschoenoplectus mariqueter,
11,,Spartina alterniflora,129,150,11.04,2,,,,Exact,0,Spartina alterniflora Loisel.,Spartina alterniflora,4YF3V,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Sporobolus|Sporobolus alterniflorus,
12,,Zostera marina,27956,27971,8.18,2,,,,Exact,0,Zostera marina L.,Zostera marina,5D8HT,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Alismatales|Zosteraceae|Zostera|Zostera marina,
