Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Arabidopsis,27625,27636,4.27,1,,,,Exact,9.00960,0,Arabidopsis,Arabidopsis,62CR2,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Arabidopsis,
1,,Cabi,6780,6785,1.47,1,,,,Exact,9.01138,0,Cabi Ducke,Cabi,5T6ZK,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Malpighiaceae|Malpighioideae|Callaeum,
2,,Capsicum annum,35713,35729,10.89,2,,,,PartialExact,9.01315,0,Capsicum L.,Capsicum,3H75,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Capsicum,
3,,Cucumis,5436,5443,4.30,1,,,,Exact,9.01315,0,Cucumis L.,Cucumis,62PXR,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Cucumis,
4,,Franka,20575,20582,1.56,1,,,,Exact,8.98392,0,Franka Steud.,Franka,16451-1,167,IPNI,,
5,,Hordeum vulgare,2637,2653,9.37,2,,,,Exact,9.01315,0,Hordeum vulgare L.,Hordeum vulgare,6MDJP,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Hordeum|Hordeum vulgare,
6,,Hordeum vulgare subsp. vulgare,8299,8331,16.88,3,,,,Exact,9.49174,0,Hordeum vulgare subsp. vulgare,Hordeum vulgare vulgare,19333s,6,GRIN Taxonomy for Plants,Plant|Poaceae|Hordeum|Hordeum vulgare vulgare,
7,,Mega,16732,16737,2.12,1,,,,Exact,8.91436,0,Mega,Mega,98021101,169,uBio NameBank,,
8,,Morex,12617,12623,4.06,1,,,,Exact,8.98155,0,"Morex Martens in Moebius, 1880",Morex,urn:lsid:irmng.org:taxname:1127804,181,IRMNG,Biota|Animalia|Mollusca|Gastropoda|Neogastropoda|Muricidae|Murex,
9,,Potyviridae,3636,3647,4.91,1,,,,Exact,9.00960,0,Potyviridae,Potyviridae,627B9,1,Catalogue of Life,Biota||Pisuviricota|Stelpaviricetes|Patatavirales|Potyviridae,
