Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. solstitiale,9642,9656,6.50,2,,,,NoMatch,,,,,,,,
1,,Amphimallon solstitiale,1252,1275,11.69,2,,,,Exact,0,"Amphimallon solstitiale (Linnaeus, 1758)",Amphimallon solstitiale,D3L3,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Scarabaeoidea|Melolonthidae|Melolonthinae|Rhizotrogini|Rhizotrogina|Amphimallon|Amphimallon solstitiale,
2,,Canda,11714,11720,3.31,1,,,,Exact,0,"Canda Lamouroux, 1816",Canda,84M44,1,Catalogue of Life,Biota|Animalia|Bryozoa|Gymnolaemata|Cheilostomatida|Flustrina|Buguloidea|Candidae|Canda,
3,,Carabidae,1217,1227,4.83,1,,,,Exact,0,"Carabidae Latreille, 1802",Carabidae,8KTL7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Caraboidea|Carabidae,
4,,Carabids,4887,4895,1.84,1,,,,Exact,0,Carabids,Carabids,2830238,168,ION,,
5,,Coleoptera,1204,1216,4.97,1,,,,Exact,0,Coleoptera,Coleoptera,C2L,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera,
6,,Corinna,25893,25900,3.19,1,,,,Exact,0,Corinna,Corinna,62MQ7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Arachnida|Araneae|Corinnidae|Corinna,
7,,Harpalus rufipes,25404,25420,11.18,2,,,,Exact,0,"Harpalus (Pseudoophonus) rufipes (DeGeer, 1774)",Harpalus rufipes,6LDTF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Caraboidea|Carabidae|Harpalinae|Harpalini|Harpalina|Harpalus|Harpalus|Harpalus rufipes,
8,,Leptinotarsa decemlineata,24462,24487,12.13,2,,,,Exact,0,"Leptinotarsa decemlineata (Say, 1824)",Leptinotarsa decemlineata,urn:lsid:marinespecies.org:taxname:1489492,9,WoRMS,Biota|Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Chrysomelidae|Leptinotarsa|Leptinotarsa decemlineata,
9,,P. cupreus,7414,7424,6.56,2,,,,NoMatch,,,,,,,,
10,,P. melanarius,25271,25284,7.03,2,,,,NoMatch,,,,,,,,
11,,Poecilus cupreus,1187,1203,12.12,2,,,,Exact,0,"Poecilus (Poecilus) cupreus (Linnaeus, 1758)",Poecilus cupreus,6VSXT,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Caraboidea|Carabidae|Pterostichinae|Pterostichini|Pterostichina|Poecilus|Poecilus|Poecilus cupreus,
12,,Pterostichus melanarius,19886,19909,11.59,2,,,,Exact,0,"Pterostichus (Petrophilus) melanarius (Illiger, 1798)",Pterostichus melanarius,6WM6X,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Caraboidea|Carabidae|Pterostichinae|Pterostichini|Pterostichina|Pterostichus|Pterostichus|Pterostichus melanarius,
13,,Scarabaeidae,1289,1303,5.12,1,,,,Exact,0,"Scarabaeidae Latreille, 1802",Scarabaeidae,6278C,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Scarabaeoidea|Scarabaeidae,
14,,Tenebrio molitor,6427,6444,9.52,2,,,,Exact,0,"Tenebrio molitor Linnaeus, 1758",Tenebrio molitor,187243,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Tenebrio|Tenebrio molitor,
15,,Tenebrionidae,6467,6481,5.66,1,,,,Exact,0,Tenebrionidae,Tenebrionidae,GZD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Tenebrionoidea|Tenebrionidae,
