Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Gadus morhua,7861,7874,8.00,2,,,,Exact,0,"Gadus morhua Linnaeus, 1758",Gadus morhua,6K72F,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Gadiformes|Gadidae|Gadus|Gadus morhua,
1,,Pleuronectes platessa,7826,7848,9.76,2,,,,Exact,0,"Pleuronectes platessa Linnaeus, 1758",Pleuronectes platessa,4KBX3,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Pleuronectiformes|Pleuronectidae|Pleuronectes|Pleuronectes platessa,
2,,Solea solea,1380,1394,9.27,2,,,,Exact,0,"Solea solea (Linnaeus, 1758)",Solea solea,4Y5CH,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Pleuronectiformes|Soleidae|Solea|Solea solea,
