Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Abrus precatorius,41960,41978,12.43,2,,,,Exact,0,Abrus precatorius L.,Abrus precatorius,8MGH,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Abrus|Abrus precatorius,
1,,Agelenopsis,39781,39792,4.27,1,,,,Exact,0,Agelenopsis,Agelenopsis,QNM,1,Catalogue of Life,Biota|Animalia|Arthropoda|Arachnida|Araneae|Agelenidae|Agelenopsis,
2,,Bituminaria,6028,6040,4.96,1,,,,Exact,0,Bituminaria,Bituminaria,62FPT,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Bituminaria,
3,,Caesalpinioideae,4168,4185,4.84,1,,,,Exact,0,Caesalpinioideae DC.,Caesalpinioideae,50202554,165,Tropicos,,
4,,Cicindela,39754,39763,4.69,1,,,,Exact,0,"Cicindela Linnaeus, 1758",Cicindela,8KVK7,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Caraboidea|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela,
5,,Desmodium,26314,26324,5.42,1,,,,Exact,0,Desmodium,Desmodium,43NR,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Desmodium,
6,,Desmodium floridanum,41999,42020,12.99,2,,,,Exact,0,Desmodium floridanum Chapman,Desmodium floridanum,35369,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Desmodium|Desmodium floridanum,
7,,Disarticulatum,24421,24435,4.28,1,,,,Exact,0,Pediomelum subgen. Disarticulatum J.W.Grimes,Disarticulatum,314717-2,167,IPNI,,
8,,Fabaceae,120,130,4.38,1,,,,Exact,0,Fabaceae,Fabaceae,623QT,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae,
9,,Fabales,3770,3777,1.86,1,,,,Exact,0,Fabales Bromhead,Fabales,383,1,Catalogue of Life,Biota|Plantae|Tracheophyta|Magnoliopsida|Fabales,
10,,G. canescens,42042,42055,6.38,2,,,,NoMatch,,,,,,,,
11,,Galegeae,4514,4522,3.82,1,,,,Exact,0,Galegeae Dumort.,Galegeae,50133668,165,Tropicos,,
