Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,A. nigricans,62274,62287,5.58,2,,,,NoMatch,,,,,,,,
1,,A. polyacanthus color,61896,61917,6.49,3,,,,NoMatch,,,,,,,,
2,,Acanthochromis polyacanthus,61595,61622,11.51,2,,,,Exact,0,"Acanthochromis polyacanthus (Bleeker, 1855)",Acanthochromis polyacanthus,64DY4,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Pomacentridae|Acanthochromis|Acanthochromis polyacanthus,
3,,Acanthuridae,6765,6777,5.12,1,,,,Exact,0,Acanthuridae,Acanthuridae,5VP,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Acanthuridae,
4,,Acanthurus leucosternon,62246,62269,10.70,2,,,,Exact,0,"Acanthurus leucosternon Bennett, 1833",Acanthurus leucosternon,92P6,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Acanthuridae|Acanthurus|Acanthurus leucosternon,
5,,Acropora,15022,15030,5.12,1,,,,Exact,0,"Acropora Oken, 1815",Acropora,84L4Z,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Acropora,
6,,Astreopora,15195,15205,5.49,1,,,,Exact,0,"Astreopora Blainville, 1830",Astreopora,84LMF,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Acroporidae|Astreopora,
7,,Bernardi,61151,61160,2.48,1,,,,Exact,0,Bernardi st.,Bernardi,343045,183,Sherborn Index Animalium,,
8,,C. citrinellus,19471,19485,7.35,2,,,,NoMatch,,,,,,,,
9,,C. lunulatus,2413,2425,7.67,2,,,,NoMatch,,,,,,,,
10,,C. lunulatus form heterospecific,54214,54246,10.05,3,,,,NoMatch,,,,,,,,
11,,C. pelewensis,59695,59708,6.40,2,,,,NoMatch,,,,,,,,
12,,C. punctatofasciatus,59658,59678,8.59,2,,,,NoMatch,,,,,,,,
13,,C. trifasciatus,11300,11315,7.79,2,,,,NoMatch,,,,,,,,
14,,Chaetodon,89,99,2.66,1,,,,Exact,0,Chaetodon,Chaetodon,3LLT,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Chaetodontidae|Chaetodon,
15,,Chaetodon lunulatus,23662,23681,10.73,2,,,,Exact,0,"Chaetodon lunulatus Quoy & Gaimard, 1825",Chaetodon lunulatus,TBZ2,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Chaetodontidae|Chaetodon|Chaetodon lunulatus,
16,,Chaetodon trifasciatus,2386,2408,10.85,2,,,,Exact,0,"Chaetodon trifasciatus Park, 1797",Chaetodon trifasciatus,TC64,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Chaetodontidae|Chaetodon|Chaetodon trifasciatus,
17,,Chaetodontidae,6799,6813,5.11,1,,,,Exact,0,Chaetodontidae,Chaetodontidae,7YP,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Chaetodontidae,
18,,Diploastrea,15217,15228,4.92,1,,,,Exact,0,"Diploastrea Matthai, 1914",Diploastrea,84N8C,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Diploastraeidae|Diploastrea,
19,,Echinopora,15150,15160,5.49,1,,,,Exact,0,"Echinopora Lamarck, 1816",Echinopora,84NCS,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Merulinidae|Echinopora,
20,,Favites,15106,15113,2.22,1,,,,Exact,0,"Favites Link, 1807",Favites,84NP8,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Merulinidae|Favites,
21,,Fungia,15240,15246,3.46,1,,,,Exact,0,"Fungia Lamarck, 1801",Fungia,84NQV,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Fungiidae|Fungia,
22,,Galaxea,15084,15091,2.20,1,,,,Exact,0,"Galaxea Oken, 1815",Galaxea,84NR6,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Euphylliidae|Galaxea,
23,,Galaxea corals,33458,33472,1.78,2,,,,PartialExact,0,"Galaxea Oken, 1815",Galaxea,84NR6,1,Catalogue of Life,Biota|Animalia|Cnidaria|Anthozoa|Hexacorallia|Scleractinia|Euphylliidae|Galaxea,
24,,Greta,16123,16128,3.67,1,,,,Exact,0,Greta,Greta,4R38,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Greta,
25,,H. bivittatus,61296,61309,7.76,2,,,,NoMatch,,,,,,,,
