Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Alsophiini,629,640,3.55,1,,,,Exact,0,"Alsophiini Fitzinger, 1843",Alsophiini,1081320,3,ITIS,Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Reptilia|Squamata|Serpentes|Alethinophidia|Colubridae|Dipsadinae,
1,,Alsophis antiguae,16809,16827,7.40,2,,,,Exact,0,"Alsophis antiguae Parker, 1933",Alsophis antiguae,C8QB,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Alsophis|Alsophis antiguae,
2,,Alsophis sanctonum,16828,16847,9.56,2,,,,Exact,0,"Alsophis sanctonum Barbour, 1915",Alsophis sanctonum,C8R9,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Alsophis|Alsophis sanctonum,
3,,Anolis,4162,4168,4.61,1,,,,Exact,0,"Anolis Cope, 1862",Anolis,8HCLJ,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Dactyloidae|Anolis|Anolis chlorocyanus,
4,,Arrhyton,16515,16523,1.63,1,,,,Exact,0,Arrhyton,Arrhyton,338K,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Arrhyton,
5,,Arrhyton ainictum,16543,16561,9.24,2,,,,Exact,0,"Arrhyton ainictum Schwartz & Garrido, 1981",Arrhyton ainictum,GV2M,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Arrhyton|Arrhyton ainictum,
6,,Arrhyton vittatum,18894,18911,9.24,2,,,,Exact,0,"Arrhyton vittatum (Gundlach, 1861)",Arrhyton vittatum,684JN,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Arrhyton|Arrhyton vittatum,
7,,Borikenophis sanctaecrucis,16867,16894,8.98,2,,,,Exact,0,"Borikenophis sanctaecrucis (Cope, 1862)",Borikenophis sanctaecrucis,68PDN,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae|Borikenophis|Borikenophis sanctaecrucis,
8,,Coluber constrictor,11172,11191,3.37,2,,,,Exact,0,"Coluber constrictor Linnaeus, 1758",Coluber constrictor,5ZP35,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Colubrinae|Coluber|Coluber constrictor,
9,,Colubridae,616,628,5.33,1,,,,Exact,0,Colubridae,Colubridae,8G9,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae,
10,,Dipsadinae,7657,7668,4.08,1,,,,Exact,0,Dipsadinae,Dipsadinae,87CGR,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Colubroidea|Colubridae|Dipsadinae,
11,,Galapagos,4148,4158,1.75,1,,,,Exact,0,Galapagos,Galapagos,3059652,168,ION,,
