Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,C. ignobilis,1534,1546,7.55,2,,,,NoMatch,,,,,,,,
1,,C. melampygus,326,340,5.84,2,,,,NoMatch,,,,,,,,
2,,C. melampygus may,27055,27072,3.06,3,,,,NoMatch,,,,,,,,
3,,C. sexfasciatus,28281,28296,7.79,2,,,,NoMatch,,,,,,,,
4,,Carangidae,835,845,4.76,1,,,,Exact,0,Carangidae,Carangidae,7Q9,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Carangidae,
5,,Caranx ignobilis,304,321,10.72,2,,,,Exact,0,"Caranx ignobilis (Forsskål, 1775)",Caranx ignobilis,R2QF,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Carangidae|Caranx|Caranx ignobilis,
6,,Decapterus,21746,21756,5.76,1,,,,Exact,0,Decapterus,Decapterus,42BN,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Carangidae|Decapterus,
7,,Epinephelus quernus,26048,26067,12.96,2,,,,Exact,0,"Epinephelus quernus Seale, 1901",Epinephelus quernus,6FTRM,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Serranidae|Hyporthodus|Hyporthodus quernus,
8,,Gnathanodon speciosus,23694,23716,10.19,2,,,,Exact,0,"Gnathanodon speciosus (Forsskål, 1775)",Gnathanodon speciosus,3GL7L,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Carangidae|Gnathanodon|Gnathanodon speciosus,
9,,Ulua,8865,8869,2.12,1,,,,Exact,0,Ulua,Ulua,84PN,1,Catalogue of Life,Biota|Animalia|Chordata|Actinopterygii|Perciformes|Carangidae|Ulua,
