Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Agamidae,7201,7210,4.39,1,,,,Exact,0,Agamidae,Agamidae,64B,1,Catalogue of Life,Biota|Animalia|Chordata|Reptilia|Squamata|Iguania|Agamidae,
1,,Carduelinae,6500,6513,4.23,1,,,,Exact,0,"Carduelinae Vigors, 1825",Carduelinae,6274D,1,Catalogue of Life,Biota|Animalia|Chordata|Aves|Passeriformes|Fringillidae,
2,,Hamba,4443,4449,2.77,1,,,,Exact,0,Hamba,Hamba,4T4V,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Hemiptera|Fulgoroidea|Achilidae|Hamba,
3,,Thamnophilidae,6527,6543,5.11,1,,,,Exact,0,"Thamnophilidae Swainson, 1824",Thamnophilidae,H5C,1,Catalogue of Life,Biota|Animalia|Chordata|Aves|Passeriformes|Thamnophilidae,
