Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Aglaomyia,3683,3692,4.91,1,,,,Exact,9.00960,0,Aglaomyia,Aglaomyia,QRF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Gnoristinae|Aglaomyia,
1,,Aglaomyia may,3956,3969,3.29,2,,,,PartialExact,9.00960,0,Aglaomyia,Aglaomyia,QRF,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Gnoristinae|Aglaomyia,
2,,Apical processus,36652,36668,1.30,2,,,,NoMatch,0.0,,,,,,,,
3,,B. abdita,21668,21677,5.82,2,,,,NoMatch,0.0,,,,,,,,
4,,B. anderschi,59967,59979,5.96,2,,,,NoMatch,0.0,,,,,,,,
5,,B. longicornis,38495,38509,7.40,2,,,,NoMatch,0.0,,,,,,,,
6,,B. ovata,59995,60003,6.80,2,,,,NoMatch,0.0,,,,,,,,
7,,B. oviducta,21682,21694,6.64,2,,,,NoMatch,0.0,,,,,,,,
8,,B. punctus,47501,47511,7.36,2,,,,NoMatch,0.0,,,,,,,,
9,,B. trivittata,59767,59781,7.94,2,,,,NoMatch,0.0,,,,,,,,
10,,Boletina,96,104,3.66,1,,,,Exact,9.00960,0,Boletina,Boletina,3B87,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Gnoristinae|Boletina,
11,,Boletina altaica,44769,44786,11.12,2,,,,Exact,9.01138,0,"Boletina altaica Zaitzev, 1994",Boletina altaica,8829K,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia sahlbergi,
12,,Boletina anticus,26127,26143,10.86,2,,,,Exact,9.01138,0,"Boletina anticus Garrett, 1924",Boletina anticus,87SVC,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia antica,
13,,Boletina antomus,29225,29241,10.31,2,,,,Exact,9.01138,0,"Boletina antomus Garrett, 1924",Boletina antomus,87SVD,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia antoma,
14,,Boletina erythropyga,4514,4534,9.86,2,,,,Exact,9.01138,0,"Boletina erythropyga Holmgren, 1883",Boletina erythropyga,8829R,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia erythropyga,
15,,Boletina gripha,9965,9980,9.67,2,,,,Exact,9.01315,0,"Boletina gripha Dziedzicki, 1885",Boletina gripha,MBZH,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Gnoristinae|Boletina|Boletina gripha,
16,,Boletina hedstroemi,9993,10012,9.50,2,,,,Exact,9.01315,0,"Boletina hedstroemi Polevoi & Hedmark, 2004",Boletina hedstroemi,MBZP,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Gnoristinae|Boletina|Boletina hedstroemi,
17,,Boletina hissarica,39716,39734,11.43,2,,,,Exact,9.01138,0,"Boletina hissarica Zaitzev & Polevoi, 2002",Boletina hissarica,8829S,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia hissarica,
18,,Boletina laticauda,4995,5013,9.96,2,,,,Exact,9.01138,0,"Boletina laticauda Saigusa, 1968",Boletina laticauda,8829T,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Diptera|Mycetophilidae|Katatopygia|Katatopygia laticauda,
