Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,Crinia georgiana,33124,33141,11.49,2,,,,Exact,9.01315,0,"Crinia georgiana Tschudi, 1838",Crinia georgiana,ZGCS,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Myobatrachoidea|Myobatrachidae|Crinia|Crinia georgiana,
1,,Dicroglossidae,198,214,5.11,1,,,,Exact,9.01315,0,"Dicroglossidae Anderson, 1871",Dicroglossidae,987,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae,
2,,Fejervarya,32560,32570,4.11,1,,,,Exact,9.01315,0,"Fejervarya Bolkay, 1915",Fejervarya,4JPG,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Fejervarya,
3,,Fejervarya cancrivora,32433,32454,11.46,2,,,,Exact,9.01315,0,"Fejervarya cancrivora (Gravenhorst, 1829)",Fejervarya cancrivora,3DXDM,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Fejervarya|Fejervarya cancrivora,
4,,Fejervarya limnocharis,32477,32499,11.96,2,,,,Exact,9.01315,0,"Fejervarya limnocharis (Gravenhorst, 1829)",Fejervarya limnocharis,6HR35,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Fejervarya|Fejervarya limnocharis,
5,,Mega,16412,16416,2.12,1,,,,Exact,8.91436,0,Mega,Mega,98021101,169,uBio NameBank,,
6,,Myanmar,5718,5725,1.68,1,,,,Exact,8.91878,0,Myanmar Kirkaldy 1904,Myanmar,3719957,168,ION,,
7,,N. bourreti,47710,47722,6.00,2,,,,NoMatch,0.0,,,,,,,,
8,,N. liui,47698,47705,2.70,2,,,,NoMatch,0.0,,,,,,,,
9,,N. quadranus,22431,22444,7.20,2,,,,NoMatch,0.0,,,,,,,,
10,,N. unculuanus,22758,22772,7.28,2,,,,NoMatch,0.0,,,,,,,,
11,,N. yunnanensis,5992,6006,6.58,2,,,,NoMatch,0.0,,,,,,,,
12,,N. yunnanensis may,48029,48047,3.79,3,,,,NoMatch,0.0,,,,,,,,
13,,Nanorana,32575,32583,3.36,1,,,,Exact,9.01315,0,"Nanorana Günther, 1896",Nanorana,63CK2,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana,
14,,Nanorana bourreti,2545,2563,9.76,2,,,,Exact,9.01138,0,"Nanorana bourreti (Dubois, 1987)",Nanorana bourreti,45N6W,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana yunnanensis,
15,,Nanorana liui,47448,47461,6.46,2,,,,Exact,9.01138,0,"Nanorana liui (Dubois, 1987)",Nanorana liui,45N7B,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana sichuanensis,
16,,Nanorana quadranus,8087,8105,10.96,2,,,,Exact,9.01315,0,"Nanorana quadranus (Liu, Hu & Yang, 1960)",Nanorana quadranus,45N7L,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana quadranus,
17,,Nanorana unculuanus,8110,8129,11.04,2,,,,Exact,9.01315,0,"Nanorana unculuanus (Liu, Hu & Yang, 1960)",Nanorana unculuanus,45N7W,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana unculuanus,
18,,Nanorana yunnanensis,177,197,10.34,2,,,,Exact,9.01315,0,"Nanorana yunnanensis (Anderson, 1879)",Nanorana yunnanensis,45N83,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana yunnanensis,
19,,Paa,47502,47507,,1,,,,Exact,9.01138,0,"Paa Dubois, 1975",Paa,6BM2,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana,
20,,Paa yunnanensis,47644,47660,7.34,2,,,,Exact,9.01138,0,"Paa yunnanensis (Anderson, 1879)",Paa yunnanensis,4BP4P,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana yunnanensis,
21,,Rana bourreti,47535,47550,8.54,2,,,,Exact,9.01138,0,"Rana bourreti Dubois, 1987",Rana bourreti,4RDK3,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Dicroglossidae|Dicroglossinae|Nanorana|Nanorana yunnanensis,
22,,Rana muta,47462,47474,7.28,2,,,,Exact,9.01138,0,"Rana muta Laurenti, 1768",Rana muta,4RDZ8,1,Catalogue of Life,Biota|Animalia|Chordata|Amphibia|Anura|Ranidae|Rana|Rana temporaria,
